Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
0-4,Female,2008,1,2008 Q1,26,159026,1.6349527750179215e-4
0-4,Female,2008,2,2008 Q2,26,159308,1.6320586536771537e-4
0-4,Female,2008,3,2008 Q3,39,159337,2.447642418270709e-4
0-4,Female,2008,4,2008 Q4,36,159451,2.257746894030141e-4
0-4,Female,2009,1,2009 Q1,28,159447,1.756069414915301e-4
0-4,Female,2009,2,2009 Q2,33,159260,2.0720833856586714e-4
0-4,Female,2009,3,2009 Q3,24,159187,1.5076608014473543e-4
0-4,Female,2009,4,2009 Q4,33,159118,2.0739325531995124e-4
0-4,Female,2010,1,2010 Q1,32,158895,0.00020139085559646308
0-4,Female,2010,2,2010 Q2,33,158834,0.00020776408073838094
0-4,Female,2010,3,2010 Q3,22,158711,1.3861673103943647e-4
0-4,Female,2010,4,2010 Q4,22,158633,1.3868488902056948e-4
0-4,Female,2011,1,2011 Q1,30,158411,1.8938078795033172e-4
0-4,Female,2011,2,2011 Q2,32,157927,2.0262526357114362e-4
0-4,Female,2011,3,2011 Q3,24,157146,1.5272421824290787e-4
0-4,Female,2011,4,2011 Q4,32,156399,2.0460488877806123e-4
0-4,Female,2012,1,2012 Q1,26,155563,1.6713485854605528e-4
0-4,Female,2012,2,2012 Q2,29,154972,1.871305784270707e-4
0-4,Female,2012,3,2012 Q3,30,154205,1.9454622093965826e-4
0-4,Female,2012,4,2012 Q4,30,153187,1.9583907250615262e-4
0-4,Female,2013,1,2013 Q1,24,152285,1.5759923827034835e-4
0-4,Female,2013,2,2013 Q2,30,151386,1.9816891918671476e-4
0-4,Female,2013,3,2013 Q3,38,150431,2.526075077610333e-4
0-4,Female,2013,4,2013 Q4,21,149086,1.40858296553667e-4
0-4,Female,2014,1,2014 Q1,23,147990,1.5541590648016757e-4
0-4,Female,2014,2,2014 Q2,24,147180,1.6306563391765185e-4
0-4,Female,2014,3,2014 Q3,29,146456,1.9801168951767082e-4
0-4,Female,2014,4,2014 Q4,33,145846,2.2626606146209014e-4
0-4,Female,2015,1,2015 Q1,27,145367,1.8573679033068028e-4
0-4,Female,2015,2,2015 Q2,31,144422,2.1464873772693912e-4
0-4,Female,2015,3,2015 Q3,26,143911,1.80667217933306e-4
0-4,Female,2015,4,2015 Q4,26,143655,1.8098917545508335e-4
0-4,Female,2016,1,2016 Q1,27,143618,1.8799871882354578e-4
0-4,Female,2016,2,2016 Q2,15,143600,1.0445682451253482e-4
0-4,Female,2016,3,2016 Q3,30,143798,2.0862598923489895e-4
0-4,Female,2016,4,2016 Q4,21,144304,1.4552611154229958e-4
0-4,Female,2017,1,2017 Q1,24,144883,1.656509045229599e-4
0-4,Female,2017,2,2017 Q2,30,144967,2.0694364924431078e-4
0-4,Female,2017,3,2017 Q3,37,145421,2.5443367876716566e-4
0-4,Female,2017,4,2017 Q4,20,145812,1.3716292211889283e-4
0-4,Female,2018,1,2018 Q1,29,146439,1.9803467655474293e-4
0-4,Female,2018,2,2018 Q2,23,146683,1.568007199198271e-4
0-4,Female,2018,3,2018 Q3,25,147296,1.697262654790354e-4
0-4,Female,2018,4,2018 Q4,30,147906,2.0283152813273296e-4
0-4,Female,2019,1,2019 Q1,20,148269,1.3488996351226486e-4
0-4,Female,2019,2,2019 Q2,23,148327,1.5506280043417584e-4
0-4,Female,2019,3,2019 Q3,21,148737,1.4118880977833357e-4
0-4,Female,2019,4,2019 Q4,22,149418,1.472379499123265e-4
0-4,Female,2020,1,2020 Q1,25,149602,1.671100653734576e-4
0-4,Female,2020,2,2020 Q2,20,150005,1.333288890370321e-4
0-4,Female,2020,3,2020 Q3,27,150486,1.7941868346557156e-4
0-4,Female,2020,4,2020 Q4,16,150809,1.060944638582578e-4
0-4,Female,2021,1,2021 Q1,29,150626,1.9252984212552945e-4
0-4,Female,2021,2,2021 Q2,25,150904,1.6566823941048615e-4
0-4,Female,2021,3,2021 Q3,31,151094,2.051702913418137e-4
0-4,Female,2021,4,2021 Q4,28,151323,1.850346609570257e-4
0-4,Female,2022,1,2022 Q1,36,151555,2.3753752763023325e-4
0-4,Female,2022,2,2022 Q2,24,151571,1.5834163527323828e-4
0-4,Female,2022,3,2022 Q3,25,152121,1.643428586454204e-4
0-4,Male,2008,1,2008 Q1,62,166580,3.7219354064113336e-4
0-4,Male,2008,2,2008 Q2,39,166915,2.3365185873049156e-4
0-4,Male,2008,3,2008 Q3,43,167160,2.572385738214884e-4
0-4,Male,2008,4,2008 Q4,35,167197,2.0933389953169015e-4
0-4,Male,2009,1,2009 Q1,32,167485,1.9106188613905723e-4
0-4,Male,2009,2,2009 Q2,27,167369,1.6132019669114352e-4
0-4,Male,2009,3,2009 Q3,38,167464,2.2691444131275976e-4
0-4,Male,2009,4,2009 Q4,22,167344,1.3146572330050674e-4
0-4,Male,2010,1,2010 Q1,34,167172,2.0338334170794152e-4
0-4,Male,2010,2,2010 Q2,45,167353,2.688926998619684e-4
0-4,Male,2010,3,2010 Q3,29,167323,1.7331747578037688e-4
0-4,Male,2010,4,2010 Q4,32,167074,1.9153189604606343e-4
0-4,Male,2011,1,2011 Q1,34,167084,2.0349045988843936e-4
0-4,Male,2011,2,2011 Q2,27,166383,1.6227619408232813e-4
0-4,Male,2011,3,2011 Q3,31,165560,1.872432954820005e-4
0-4,Male,2011,4,2011 Q4,38,164535,2.3095390038593613e-4
0-4,Male,2012,1,2012 Q1,30,163640,1.8332925934979222e-4
0-4,Male,2012,2,2012 Q2,29,163017,1.7789555690510806e-4
0-4,Male,2012,3,2012 Q3,35,162341,2.155955673551352e-4
0-4,Male,2012,4,2012 Q4,25,161533,1.5476713736512044e-4
0-4,Male,2013,1,2013 Q1,30,160671,1.8671695576675317e-4
0-4,Male,2013,2,2013 Q2,31,159507,1.943488373551004e-4
0-4,Male,2013,3,2013 Q3,30,158655,1.8908953389429895e-4
0-4,Male,2013,4,2013 Q4,33,157076,2.1008938348315466e-4
0-4,Male,2014,1,2014 Q1,47,155792,3.0168429701139983e-4
0-4,Male,2014,2,2014 Q2,32,154779,2.067463932445616e-4
0-4,Male,2014,3,2014 Q3,34,154097,2.2064024607876856e-4
0-4,Male,2014,4,2014 Q4,38,153582,2.4742482843041503e-4
0-4,Male,2015,1,2015 Q1,30,153001,1.9607714982255019e-4
0-4,Male,2015,2,2015 Q2,32,151993,2.1053601152684663e-4
0-4,Male,2015,3,2015 Q3,32,151377,2.113927479075421e-4
0-4,Male,2015,4,2015 Q4,32,151263,2.1155206494648395e-4
0-4,Male,2016,1,2016 Q1,35,151130,2.315886984715146e-4
0-4,Male,2016,2,2016 Q2,37,151317,2.44519782972171e-4
0-4,Male,2016,3,2016 Q3,34,151678,2.2415907382745026e-4
0-4,Male,2016,4,2016 Q4,29,152575,1.9007045715222021e-4
0-4,Male,2017,1,2017 Q1,46,153180,3.003003003003003e-4
0-4,Male,2017,2,2017 Q2,38,153241,2.4797541128027096e-4
0-4,Male,2017,3,2017 Q3,47,153665,3.0586015032701004e-4
0-4,Male,2017,4,2017 Q4,25,154079,1.6225442792333804e-4
0-4,Male,2018,1,2018 Q1,45,154359,2.9152819077604805e-4
0-4,Male,2018,2,2018 Q2,42,154760,2.7138795554406824e-4
0-4,Male,2018,3,2018 Q3,28,155367,1.8021845050750804e-4
0-4,Male,2018,4,2018 Q4,32,156034,2.0508350744068602e-4
0-4,Male,2019,1,2019 Q1,25,156694,1.5954663228968564e-4
0-4,Male,2019,2,2019 Q2,22,156889,1.4022652958461078e-4
0-4,Male,2019,3,2019 Q3,43,157512,2.729950733912337e-4
0-4,Male,2019,4,2019 Q4,32,158059,2.0245604489462795e-4
0-4,Male,2020,1,2020 Q1,27,158286,1.705773094272393e-4
0-4,Male,2020,2,2020 Q2,44,158570,2.7747997729709277e-4
0-4,Male,2020,3,2020 Q3,24,159041,1.509044837494734e-4
0-4,Male,2020,4,2020 Q4,32,159279,2.009053296416979e-4
0-4,Male,2021,1,2021 Q1,32,159224,2.0097472742802591e-4
0-4,Male,2021,2,2021 Q2,27,159458,1.6932358363957908e-4
0-4,Male,2021,3,2021 Q3,29,159616,1.816860465116279e-4
0-4,Male,2021,4,2021 Q4,32,159446,2.0069490611241423e-4
0-4,Male,2022,1,2022 Q1,28,159857,1.751565461631333e-4
0-4,Male,2022,2,2022 Q2,27,159902,1.6885342272141688e-4
0-4,Male,2022,3,2022 Q3,24,160600,1.49439601494396e-4
5-9,Female,2008,1,2008 Q1,2,162254,1.2326352509029054e-5
5-9,Female,2008,2,2008 Q2,3,161903,1.852961341049888e-5
5-9,Female,2008,3,2008 Q3,4,161930,2.470203174211079e-5
5-9,Female,2008,4,2008 Q4,2,161746,1.236506621492958e-5
5-9,Female,2009,1,2009 Q1,2,161707,1.2368048383805277e-5
5-9,Female,2009,2,2009 Q2,2,161554,1.2379761565792243e-5
5-9,Female,2009,3,2009 Q3,8,161096,4.965983016338084e-5
5-9,Female,2009,4,2009 Q4,2,161008,1.2421743018980424e-5
5-9,Female,2010,1,2010 Q1,3,161123,1.8619315678084444e-5
5-9,Female,2010,2,2010 Q2,3,160795,1.8657296557728784e-5
5-9,Female,2010,3,2010 Q3,2,160493,1.246160268672154e-5
5-9,Female,2010,4,2010 Q4,1,160409,6.234064173456601e-6
5-9,Female,2011,1,2011 Q1,10,160251,6.240210669512203e-5
5-9,Female,2011,2,2011 Q2,1,159906,6.253674033494678e-6
5-9,Female,2011,3,2011 Q3,4,160101,2.4984228705629572e-5
5-9,Female,2011,4,2011 Q4,4,160270,2.495788357147314e-5
5-9,Female,2012,1,2012 Q1,0,160319,0
5-9,Female,2012,2,2012 Q2,0,160160,0
5-9,Female,2012,3,2012 Q3,4,160101,2.4984228705629572e-5
5-9,Female,2012,4,2012 Q4,2,160438,1.2465874668096088e-5
5-9,Female,2013,1,2013 Q1,3,160925,1.8642224638806897e-5
5-9,Female,2013,2,2013 Q2,2,161114,1.2413570515287312e-5
5-9,Female,2013,3,2013 Q3,4,161137,2.482359731160441e-5
5-9,Female,2013,4,2013 Q4,3,161325,1.8596001859600188e-5
5-9,Female,2014,1,2014 Q1,2,161411,1.2390729256370384e-5
5-9,Female,2014,2,2014 Q2,1,161252,6.201473470096495e-6
5-9,Female,2014,3,2014 Q3,1,161251,6.201511928608195e-6
5-9,Female,2014,4,2014 Q4,1,161275,6.200589055960316e-6
5-9,Female,2015,1,2015 Q1,5,161156,3.1025838318151356e-5
5-9,Female,2015,2,2015 Q2,1,161258,6.2012427290429e-6
5-9,Female,2015,3,2015 Q3,3,161390,1.858851229939897e-5
5-9,Female,2015,4,2015 Q4,2,161587,1.2377233317036642e-5
5-9,Female,2016,1,2016 Q1,4,161701,2.4737014613391383e-5
5-9,Female,2016,2,2016 Q2,5,161627,3.093542539303458e-5
5-9,Female,2016,3,2016 Q3,3,161120,1.861966236345581e-5
5-9,Female,2016,4,2016 Q4,4,160762,2.4881501847451512e-5
5-9,Female,2017,1,2017 Q1,2,159967,1.2502578656847975e-5
5-9,Female,2017,2,2017 Q2,3,159441,1.8815737482830638e-5
5-9,Female,2017,3,2017 Q3,1,158773,6.298300088806031e-6
5-9,Female,2017,4,2017 Q4,0,157948,0
5-9,Female,2018,1,2018 Q1,3,156990,1.910949742021785e-5
5-9,Female,2018,2,2018 Q2,3,156107,1.9217587936479465e-5
5-9,Female,2018,3,2018 Q3,2,155135,1.289199729268057e-5
5-9,Female,2018,4,2018 Q4,1,153913,6.497176976603666e-6
5-9,Female,2019,1,2019 Q1,6,152740,3.92824407489852e-5
5-9,Female,2019,2,2019 Q2,1,151705,6.591740549091988e-6
5-9,Female,2019,3,2019 Q3,3,150822,1.9890997334606358e-5
5-9,Female,2019,4,2019 Q4,2,150088,1.3325515697457492e-5
5-9,Female,2020,1,2020 Q1,3,149474,2.007038013299972e-5
5-9,Female,2020,2,2020 Q2,1,148151,6.749870065001249e-6
5-9,Female,2020,3,2020 Q3,1,147225,6.792324673119375e-6
5-9,Female,2020,4,2020 Q4,1,146750,6.814310051107325e-6
5-9,Female,2021,1,2021 Q1,1,146481,6.826823956690629e-6
5-9,Female,2021,2,2021 Q2,1,146110,6.844158510711108e-6
5-9,Female,2021,3,2021 Q3,2,145996,1.369900545220417e-5
5-9,Female,2021,4,2021 Q4,2,146274,1.3672969905793237e-5
5-9,Female,2022,1,2022 Q1,0,146639,0
5-9,Female,2022,2,2022 Q2,3,146715,2.0447806972702178e-5
5-9,Female,2022,3,2022 Q3,3,148416,2.0213454075032343e-5
5-9,Male,2008,1,2008 Q1,2,170185,1.1751917031465758e-5
5-9,Male,2008,2,2008 Q2,9,169675,5.3042581405628406e-5
5-9,Male,2008,3,2008 Q3,3,169487,1.770047260261849e-5
5-9,Male,2008,4,2008 Q4,2,169481,1.1800732825508464e-5
5-9,Male,2009,1,2009 Q1,4,169368,2.3617212224269047e-5
5-9,Male,2009,2,2009 Q2,2,169088,1.1828160484481453e-5
5-9,Male,2009,3,2009 Q3,2,168773,1.1850236708478251e-5
5-9,Male,2009,4,2009 Q4,2,168680,1.1856770215793218e-5
5-9,Male,2010,1,2010 Q1,4,168751,2.3703563238143774e-5
5-9,Male,2010,2,2010 Q2,3,168477,1.7806584875086807e-5
5-9,Male,2010,3,2010 Q3,2,168088,1.1898529341773356e-5
5-9,Male,2010,4,2010 Q4,3,168067,1.7850024097532533e-5
5-9,Male,2011,1,2011 Q1,3,167616,1.7898052691867126e-5
5-9,Male,2011,2,2011 Q2,5,167486,2.9853241464958265e-5
5-9,Male,2011,3,2011 Q3,1,167455,5.971753605446239e-6
5-9,Male,2011,4,2011 Q4,2,167934,1.1909440613574381e-5
5-9,Male,2012,1,2012 Q1,5,168229,2.9721391674443765e-5
5-9,Male,2012,2,2012 Q2,7,168171,4.162429907653519e-5
5-9,Male,2012,3,2012 Q3,4,168139,2.3789840548593722e-5
5-9,Male,2012,4,2012 Q4,3,168247,1.7830927148775313e-5
5-9,Male,2013,1,2013 Q1,2,168595,1.1862748005575491e-5
5-9,Male,2013,2,2013 Q2,2,168915,1.1840274694372909e-5
5-9,Male,2013,3,2013 Q3,0,169161,0
5-9,Male,2013,4,2013 Q4,4,169310,2.3625302699190832e-5
5-9,Male,2014,1,2014 Q1,0,169735,0
5-9,Male,2014,2,2014 Q2,4,169700,2.357100766057749e-5
5-9,Male,2014,3,2014 Q3,1,169888,5.886230928611792e-6
5-9,Male,2014,4,2014 Q4,4,169850,2.355019134530468e-5
5-9,Male,2015,1,2015 Q1,7,169791,4.12271557385256e-5
5-9,Male,2015,2,2015 Q2,1,170085,5.879413234559191e-6
5-9,Male,2015,3,2015 Q3,4,170313,2.3486169581887465e-5
5-9,Male,2015,4,2015 Q4,1,170481,5.8657563012887065e-6
5-9,Male,2016,1,2016 Q1,3,170924,1.7551660387072617e-5
5-9,Male,2016,2,2016 Q2,4,170504,2.3459860179233333e-5
5-9,Male,2016,3,2016 Q3,4,169944,2.353716518382526e-5
5-9,Male,2016,4,2016 Q4,2,169240,1.1817537225242259e-5
5-9,Male,2017,1,2017 Q1,2,168476,1.1871127044801634e-5
5-9,Male,2017,2,2017 Q2,1,167915,5.9553940982044485e-6
5-9,Male,2017,3,2017 Q3,3,167325,1.7929179740026892e-5
5-9,Male,2017,4,2017 Q4,3,166608,1.800633823105733e-5
5-9,Male,2018,1,2018 Q1,3,165691,1.810599247997779e-5
5-9,Male,2018,2,2018 Q2,2,164413,1.2164488209569803e-5
5-9,Male,2018,3,2018 Q3,4,163474,2.4468722855010583e-5
5-9,Male,2018,4,2018 Q4,3,161942,1.8525150979980487e-5
5-9,Male,2019,1,2019 Q1,2,160513,1.246004996480036e-5
5-9,Male,2019,2,2019 Q2,2,159362,1.2550043297649376e-5
5-9,Male,2019,3,2019 Q3,4,158542,2.5229907532388894e-5
5-9,Male,2019,4,2019 Q4,1,157894,6.333362889026815e-6
5-9,Male,2020,1,2020 Q1,5,157127,3.1821392886009404e-5
5-9,Male,2020,2,2020 Q2,1,155726,6.421535260650116e-6
5-9,Male,2020,3,2020 Q3,5,154685,3.232375472734913e-5
5-9,Male,2020,4,2020 Q4,4,154292,2.592486972752962e-5
5-9,Male,2021,1,2021 Q1,2,153879,1.2997225092442763e-5
5-9,Male,2021,2,2021 Q2,3,153757,1.951130680229193e-5
5-9,Male,2021,3,2021 Q3,5,153902,3.248820678093852e-5
5-9,Male,2021,4,2021 Q4,5,154555,3.235094302998932e-5
5-9,Male,2022,1,2022 Q1,1,154975,6.4526536538151315e-6
5-9,Male,2022,2,2022 Q2,2,155019,1.2901644314567891e-5
5-9,Male,2022,3,2022 Q3,2,156762,1.2758193950064429e-5
10-14,Female,2008,1,2008 Q1,3,171364,1.750659415046334e-5
10-14,Female,2008,2,2008 Q2,5,170871,2.9261840803881292e-5
10-14,Female,2008,3,2008 Q3,4,170458,2.3466191085194006e-5
10-14,Female,2008,4,2008 Q4,4,170630,2.34425364824474e-5
10-14,Female,2009,1,2009 Q1,2,170518,1.1728967029873678e-5
10-14,Female,2009,2,2009 Q2,3,170109,1.7635751194822142e-5
10-14,Female,2009,3,2009 Q3,4,169633,2.358031750897526e-5
10-14,Female,2009,4,2009 Q4,3,169460,1.770329281246312e-5
10-14,Female,2010,1,2010 Q1,4,168257,2.377315654029253e-5
10-14,Female,2010,2,2010 Q2,4,167535,2.3875608081893335e-5
10-14,Female,2010,3,2010 Q3,3,167297,1.793218049337406e-5
10-14,Female,2010,4,2010 Q4,3,166899,1.7974942929556197e-5
10-14,Female,2011,1,2011 Q1,6,166718,3.598891541405247e-5
10-14,Female,2011,2,2011 Q2,3,166426,1.802602958672323e-5
10-14,Female,2011,3,2011 Q3,2,166258,1.2029496324988872e-5
10-14,Female,2011,4,2011 Q4,2,166056,1.2044129691188515e-5
10-14,Female,2012,1,2012 Q1,3,165439,1.813357189054576e-5
10-14,Female,2012,2,2012 Q2,1,164972,6.06163470164634e-6
10-14,Female,2012,3,2012 Q3,5,164354,3.0422137581074996e-5
10-14,Female,2012,4,2012 Q4,1,163886,6.101802472450362e-6
10-14,Female,2013,1,2013 Q1,2,163666,1.2220009042806692e-5
10-14,Female,2013,2,2013 Q2,1,163282,6.12437378278071e-6
10-14,Female,2013,3,2013 Q3,3,163225,1.837953744830755e-5
10-14,Female,2013,4,2013 Q4,1,163127,6.130193039778822e-6
10-14,Female,2014,1,2014 Q1,4,163114,2.4522726436725233e-5
10-14,Female,2014,2,2014 Q2,1,162991,6.135308084495463e-6
10-14,Female,2014,3,2014 Q3,2,162498,1.2307843788846632e-5
10-14,Female,2014,4,2014 Q4,3,162543,1.8456654546796847e-5
10-14,Female,2015,1,2015 Q1,3,162822,1.8425028558794266e-5
10-14,Female,2015,2,2015 Q2,4,162593,2.4601305099235515e-5
10-14,Female,2015,3,2015 Q3,2,162431,1.2312920563192986e-5
10-14,Female,2015,4,2015 Q4,3,162531,1.84580172397881e-5
10-14,Female,2016,1,2016 Q1,2,162606,1.2299669138900163e-5
10-14,Female,2016,2,2016 Q2,2,162485,1.2308828507246822e-5
10-14,Female,2016,3,2016 Q3,3,162742,1.8434085853682514e-5
10-14,Female,2016,4,2016 Q4,1,163263,6.1250865168470505e-6
10-14,Female,2017,1,2017 Q1,2,163401,1.2239827173640309e-5
10-14,Female,2017,2,2017 Q2,2,163356,1.2243198903009378e-5
10-14,Female,2017,3,2017 Q3,2,163359,1.2242974063259446e-5
10-14,Female,2017,4,2017 Q4,0,163968,0
10-14,Female,2018,1,2018 Q1,0,164520,0
10-14,Female,2018,2,2018 Q2,1,164882,6.064943414077947e-6
10-14,Female,2018,3,2018 Q3,3,164949,1.8187439754105814e-5
10-14,Female,2018,4,2018 Q4,2,165329,1.2097091254407877e-5
10-14,Female,2019,1,2019 Q1,2,165351,1.2095481732798714e-5
10-14,Female,2019,2,2019 Q2,5,165143,3.0276790418001368e-5
10-14,Female,2019,3,2019 Q3,1,165074,6.057889189090953e-6
10-14,Female,2019,4,2019 Q4,2,165145,1.2110569499530715e-5
10-14,Female,2020,1,2020 Q1,2,164885,1.2129666130939746e-5
10-14,Female,2020,2,2020 Q2,2,164898,1.2128709869131221e-5
10-14,Female,2020,3,2020 Q3,3,164752,1.8209187141885987e-5
10-14,Female,2020,4,2020 Q4,4,164801,2.427169738047706e-5
10-14,Female,2021,1,2021 Q1,0,164628,0
10-14,Female,2021,2,2021 Q2,3,164244,1.826550741579601e-5
10-14,Female,2021,3,2021 Q3,2,163504,1.2232116645464332e-5
10-14,Female,2021,4,2021 Q4,5,162964,3.0681622935126774e-5
10-14,Female,2022,1,2022 Q1,1,162125,6.168080185042406e-6
10-14,Female,2022,2,2022 Q2,1,161664,6.1856690419635785e-6
10-14,Female,2022,3,2022 Q3,2,162197,1.2330684291324748e-5
10-14,Male,2008,1,2008 Q1,7,180508,3.877944467835221e-5
10-14,Male,2008,2,2008 Q2,8,180105,4.4418533633158434e-5
10-14,Male,2008,3,2008 Q3,5,179621,2.7836388840948442e-5
10-14,Male,2008,4,2008 Q4,5,179621,2.7836388840948442e-5
10-14,Male,2009,1,2009 Q1,0,179561,0
10-14,Male,2009,2,2009 Q2,6,179190,3.348401138456387e-5
10-14,Male,2009,3,2009 Q3,3,178486,1.6808040966798515e-5
10-14,Male,2009,4,2009 Q4,8,178192,4.4895393732603036e-5
10-14,Male,2010,1,2010 Q1,1,177120,5.645889792231256e-6
10-14,Male,2010,2,2010 Q2,5,176427,2.8340333395682067e-5
10-14,Male,2010,3,2010 Q3,2,176017,1.1362538845679679e-5
10-14,Male,2010,4,2010 Q4,4,175363,2.280982875521062e-5
10-14,Male,2011,1,2011 Q1,7,175007,3.999840006399744e-5
10-14,Male,2011,2,2011 Q2,3,174409,1.720094719882575e-5
10-14,Male,2011,3,2011 Q3,6,174321,3.441926101846593e-5
10-14,Male,2011,4,2011 Q4,1,174027,5.7462347796606275e-6
10-14,Male,2012,1,2012 Q1,3,173268,1.731421843617979e-5
10-14,Male,2012,2,2012 Q2,2,172586,1.1588425480629946e-5
10-14,Male,2012,3,2012 Q3,4,171883,2.3271644083475388e-5
10-14,Male,2012,4,2012 Q4,2,171446,1.166548067613126e-5
10-14,Male,2013,1,2013 Q1,4,171454,2.3329872735544226e-5
10-14,Male,2013,2,2013 Q2,7,170948,4.094812457589442e-5
10-14,Male,2013,3,2013 Q3,2,170669,1.1718589784905284e-5
10-14,Male,2013,4,2013 Q4,3,170733,1.7571295531619547e-5
10-14,Male,2014,1,2014 Q1,3,170628,1.7582108446444897e-5
10-14,Male,2014,2,2014 Q2,2,170469,1.1732338431034382e-5
10-14,Male,2014,3,2014 Q3,4,170177,2.3504938975302185e-5
10-14,Male,2014,4,2014 Q4,4,170263,2.34930666087171e-5
10-14,Male,2015,1,2015 Q1,3,170510,1.7594275995542783e-5
10-14,Male,2015,2,2015 Q2,2,170358,1.1739982859625026e-5
10-14,Male,2015,3,2015 Q3,5,170170,2.9382382323558796e-5
10-14,Male,2015,4,2015 Q4,3,170438,1.7601708539175536e-5
10-14,Male,2016,1,2016 Q1,2,170295,1.1744326022490385e-5
10-14,Male,2016,2,2016 Q2,6,170374,3.521664103677791e-5
10-14,Male,2016,3,2016 Q3,1,170469,5.866169215517191e-6
10-14,Male,2016,4,2016 Q4,2,171227,1.1680400871357905e-5
10-14,Male,2017,1,2017 Q1,5,171661,2.9127175071798486e-5
10-14,Male,2017,2,2017 Q2,2,171705,1.1647884452986226e-5
10-14,Male,2017,3,2017 Q3,3,171820,1.7460132697008498e-5
10-14,Male,2017,4,2017 Q4,4,172144,2.3236360256529417e-5
10-14,Male,2018,1,2018 Q1,4,172571,2.317886551042759e-5
10-14,Male,2018,2,2018 Q2,3,172971,1.7343947829404928e-5
10-14,Male,2018,3,2018 Q3,3,173267,1.73143183641432e-5
10-14,Male,2018,4,2018 Q4,3,173594,1.7281703284675738e-5
10-14,Male,2019,1,2019 Q1,5,173903,2.8751660408388586e-5
10-14,Male,2019,2,2019 Q2,5,173868,2.8757448179078382e-5
10-14,Male,2019,3,2019 Q3,4,173920,2.2999080036798526e-05
10-14,Male,2019,4,2019 Q4,2,173927,1.1499077199054776e-5
10-14,Male,2020,1,2020 Q1,8,173744,4.6044755502348285e-5
10-14,Male,2020,2,2020 Q2,2,173900,1.1500862564692352e-5
10-14,Male,2020,3,2020 Q3,4,173860,2.300701714022777e-5
10-14,Male,2020,4,2020 Q4,4,173852,2.300807583461795e-5
10-14,Male,2021,1,2021 Q1,2,173946,1.1497821162889633e-5
10-14,Male,2021,2,2021 Q2,3,173276,1.7313419053994784e-5
10-14,Male,2021,3,2021 Q3,4,172489,2.318988457234954e-5
10-14,Male,2021,4,2021 Q4,3,171570,1.7485574401119076e-5
10-14,Male,2022,1,2022 Q1,7,170680,4.1012420904616824e-5
10-14,Male,2022,2,2022 Q2,3,170094,1.7637306430561925e-5
10-14,Male,2022,3,2022 Q3,0,170713,0
15-19,Female,2008,1,2008 Q1,5,162666,3.073783089274956e-5
15-19,Female,2008,2,2008 Q2,8,163843,4.882723094669897e-5
15-19,Female,2008,3,2008 Q3,5,164754,3.0348276824841887e-5
15-19,Female,2008,4,2008 Q4,12,166558,7.20469746274571e-5
15-19,Female,2009,1,2009 Q1,11,167058,6.584539501251062e-5
15-19,Female,2009,2,2009 Q2,10,167899,5.955961619783322e-5
15-19,Female,2009,3,2009 Q3,10,168594,5.931409184193981e-5
15-19,Female,2009,4,2009 Q4,3,169887,1.7658796729590847e-5
15-19,Female,2010,1,2010 Q1,6,170971,3.509367085646104e-5
15-19,Female,2010,2,2010 Q2,11,171892,6.399367044423242e-5
15-19,Female,2010,3,2010 Q3,7,172083,4.067804489693927e-5
15-19,Female,2010,4,2010 Q4,6,173328,3.461644973691498e-5
15-19,Female,2011,1,2011 Q1,8,173639,4.6072598897713074e-5
15-19,Female,2011,2,2011 Q2,8,173878,4.600927086807992e-5
15-19,Female,2011,3,2011 Q3,7,173448,4.035791707024584e-5
15-19,Female,2011,4,2011 Q4,4,174321,2.2946174012310624e-5
15-19,Female,2012,1,2012 Q1,5,174860,2.8594304014640283e-5
15-19,Female,2012,2,2012 Q2,6,174667,3.4351079482672746e-5
15-19,Female,2012,3,2012 Q3,2,174405,1.1467561136435309e-5
15-19,Female,2012,4,2012 Q4,6,174945,3.429649318357198e-5
15-19,Female,2013,1,2013 Q1,11,174407,6.307086298141703e-5
15-19,Female,2013,2,2013 Q2,7,173768,4.0283596519497264e-5
15-19,Female,2013,3,2013 Q3,3,173149,1.732611796776187e-5
15-19,Female,2013,4,2013 Q4,3,173863,1.725496511621219e-5
15-19,Female,2014,1,2014 Q1,4,173716,2.3026088558336594e-5
15-19,Female,2014,2,2014 Q2,7,173307,4.0390751671888616e-5
15-19,Female,2014,3,2014 Q3,4,172578,2.3177925343902467e-5
15-19,Female,2014,4,2014 Q4,5,173094,2.8886038799727317e-5
15-19,Female,2015,1,2015 Q1,9,171815,5.2381922416552685e-5
15-19,Female,2015,2,2015 Q2,7,171092,4.091366048675566e-5
15-19,Female,2015,3,2015 Q3,2,170682,1.1717697238138761e-5
15-19,Female,2015,4,2015 Q4,3,171295,1.7513646049213346e-5
15-19,Female,2016,1,2016 Q1,7,170996,4.093663009661045e-5
15-19,Female,2016,2,2016 Q2,9,170835,5.268241285450874e-5
15-19,Female,2016,3,2016 Q3,3,170412,1.7604394056756568e-5
15-19,Female,2016,4,2016 Q4,11,171219,6.424520643152921e-5
15-19,Female,2017,1,2017 Q1,7,170361,4.108921642864271e-5
15-19,Female,2017,2,2017 Q2,6,169877,3.531967246890397e-5
15-19,Female,2017,3,2017 Q3,5,168863,2.9609802028863635e-5
15-19,Female,2017,4,2017 Q4,7,169210,4.136871343301223e-5
15-19,Female,2018,1,2018 Q1,6,168701,3.556588283412665e-5
