Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
50-54,Female,2008,4,2008 Q4,171,179975,9.501319627726073e-4
50-54,Female,2009,1,2009 Q1,160,180388,8.869769607734439e-4
50-54,Female,2009,2,2009 Q2,150,180482,8.311078113052825e-4
50-54,Female,2009,3,2009 Q3,136,180508,7.534292108937e-4
50-54,Female,2009,4,2009 Q4,157,180713,8.687808846070842e-4
50-54,Female,2010,1,2010 Q1,138,180950,7.626416137054434e-4
50-54,Female,2010,2,2010 Q2,156,181185,8.609984270221045e-4
50-54,Female,2010,3,2010 Q3,155,181503,8.539803749800279e-4
50-54,Female,2010,4,2010 Q4,154,182116,8.456148828219377e-4
50-54,Female,2011,1,2011 Q1,158,182521,8.656538151774316e-4
50-54,Female,2011,2,2011 Q2,123,182529,6.738655227388525e-4
50-54,Female,2011,3,2011 Q3,158,182771,8.644697462945434e-4
50-54,Female,2011,4,2011 Q4,121,183024,6.611154821225632e-4
50-54,Female,2012,1,2012 Q1,152,183556,8.280851620213994e-4
50-54,Female,2012,2,2012 Q2,138,184284,7.488441752946539e-4
50-54,Female,2012,3,2012 Q3,131,184971,7.082191262414108e-4
50-54,Female,2012,4,2012 Q4,141,185655,7.594732164498667e-4
50-54,Female,2013,1,2013 Q1,148,186036,7.955449482895784e-4
50-54,Female,2013,2,2013 Q2,121,186843,6.476025326075904e-4
50-54,Female,2013,3,2013 Q3,117,188029,6.222444410170771e-4
50-54,Female,2013,4,2013 Q4,133,189535,7.017173609095946e-4
50-54,Female,2014,1,2014 Q1,128,190574,6.716551051035293e-4
50-54,Female,2014,2,2014 Q2,117,191793,6.100326914955187e-4
50-54,Female,2014,3,2014 Q3,134,193149,6.937649172400582e-4
50-54,Female,2014,4,2014 Q4,130,194603,6.680267005133528e-4
50-54,Female,2015,1,2015 Q1,135,195997,6.887860528477477e-4
50-54,Female,2015,2,2015 Q2,121,197194,6.136089333346857e-4
50-54,Female,2015,3,2015 Q3,137,198603,6.898183813940374e-4
50-54,Female,2015,4,2015 Q4,121,200039,6.048820480006399e-4
50-54,Female,2016,1,2016 Q1,135,201332,6.705342419486221e-4
50-54,Female,2016,2,2016 Q2,120,202912,5.913893707617095e-4
50-54,Female,2016,3,2016 Q3,135,204841,6.590477492298905e-4
50-54,Female,2016,4,2016 Q4,139,206486,6.731691252675726e-4
50-54,Female,2017,1,2017 Q1,129,207912,6.204548078033013e-4
50-54,Female,2017,2,2017 Q2,134,208776,6.418362263861747e-4
50-54,Female,2017,3,2017 Q3,132,209495,6.300866369125755e-4
50-54,Female,2017,4,2017 Q4,114,210018,5.428106162328944e-4
50-54,Female,2018,1,2018 Q1,138,210648,6.551213398655577e-4
50-54,Female,2018,2,2018 Q2,105,210514,4.987791785819471e-4
50-54,Female,2018,3,2018 Q3,119,210119,5.663457374154645e-4
50-54,Female,2018,4,2018 Q4,120,209328,5.732630130703967e-4
50-54,Female,2019,1,2019 Q1,148,208488,7.098729902920072e-4
50-54,Female,2019,2,2019 Q2,115,207417,5.544386429270503e-4
50-54,Female,2019,3,2019 Q3,116,206663,5.613002811340201e-4
50-54,Female,2019,4,2019 Q4,102,205536,4.962634283045306e-4
50-54,Female,2020,1,2020 Q1,106,204373,5.186595098178331e-4
50-54,Female,2020,2,2020 Q2,110,203118,5.415571244301342e-4
50-54,Female,2020,3,2020 Q3,100,202111,4.947776221977033e-4
50-54,Female,2020,4,2020 Q4,102,200942,5.076091608523852e-4
50-54,Female,2021,1,2021 Q1,92,199709,4.6067027525048944e-4
50-54,Female,2021,2,2021 Q2,100,198359,5.041364394859825e-4
50-54,Female,2021,3,2021 Q3,104,197330,5.27035929660974e-4
50-54,Female,2021,4,2021 Q4,114,196321,5.806816387447089e-4
50-54,Female,2022,1,2022 Q1,116,195199,5.942653394740752e-4
50-54,Female,2022,2,2022 Q2,88,194736,4.5189384602744225e-4
50-54,Female,2022,3,2022 Q3,109,195583,5.573081505038782e-4
50-54,Male,2008,1,2008 Q1,260,182476,0.0014248449111115983
50-54,Male,2008,2,2008 Q2,245,182409,0.0013431354812536661
50-54,Male,2008,3,2008 Q3,250,182481,0.001370005644423255
50-54,Male,2008,4,2008 Q4,255,182227,0.0013993535535348769
50-54,Male,2009,1,2009 Q1,260,182722,0.001422926631713751
50-54,Male,2009,2,2009 Q2,257,182912,0.0014050472358292513
50-54,Male,2009,3,2009 Q3,203,182917,0.0011097929662087177
50-54,Male,2009,4,2009 Q4,275,183212,0.0015009933847127917
50-54,Male,2010,1,2010 Q1,282,183347,0.0015380671622660857
50-54,Male,2010,2,2010 Q2,250,183501,0.0013623903956926666
50-54,Male,2010,3,2010 Q3,257,183802,0.0013982437623094417
50-54,Male,2010,4,2010 Q4,236,184344,0.0012802152497504665
50-54,Male,2011,1,2011 Q1,263,184704,0.0014238998613998613
50-54,Male,2011,2,2011 Q2,206,184751,0.0011150142624397161
50-54,Male,2011,3,2011 Q3,202,185107,0.0010912607302803244
50-54,Male,2011,4,2011 Q4,218,185338,0.0011762293755193214
50-54,Male,2012,1,2012 Q1,234,185721,0.0012599544478007333
50-54,Male,2012,2,2012 Q2,226,186406,0.001212407325944444
50-54,Male,2012,3,2012 Q3,206,187133,0.0011008213409713947
50-54,Male,2012,4,2012 Q4,204,187854,0.0010859497269155834
50-54,Male,2013,1,2013 Q1,235,188334,0.0012477831936878099
50-54,Male,2013,2,2013 Q2,220,189094,0.0011634425206511047
50-54,Male,2013,3,2013 Q3,225,190193,0.001183008838390477
50-54,Male,2013,4,2013 Q4,198,191959,0.0010314702618788388
50-54,Male,2014,1,2014 Q1,223,192922,0.0011559075688620272
50-54,Male,2014,2,2014 Q2,205,194420,0.0010544182697253368
50-54,Male,2014,3,2014 Q3,200,195861,0.0010211323336447786
50-54,Male,2014,4,2014 Q4,204,197465,0.0010330944724381535
50-54,Male,2015,1,2015 Q1,244,199100,0.0012255148166750377
50-54,Male,2015,2,2015 Q2,176,200330,8.785503918534418e-4
50-54,Male,2015,3,2015 Q3,207,201616,0.00102670422982303
50-54,Male,2015,4,2015 Q4,232,203096,0.0011423169338637886
50-54,Male,2016,1,2016 Q1,217,204442,0.0010614257344381292
50-54,Male,2016,2,2016 Q2,177,206158,8.585647901124381e-4
50-54,Male,2016,3,2016 Q3,182,207992,8.750336551405823e-4
50-54,Male,2016,4,2016 Q4,201,210019,9.570562663378076e-4
50-54,Male,2017,1,2017 Q1,216,211581,0.0010208856182738525
50-54,Male,2017,2,2017 Q2,187,212626,8.794785209710948e-4
50-54,Male,2017,3,2017 Q3,172,213582,8.053113090054406e-4
50-54,Male,2017,4,2017 Q4,210,214203,9.80378426072464e-4
50-54,Male,2018,1,2018 Q1,209,214363,9.749816899371626e-4
50-54,Male,2018,2,2018 Q2,216,214249,0.0010081727335950225
50-54,Male,2018,3,2018 Q3,195,213989,9.11261793830524e-4
50-54,Male,2018,4,2018 Q4,170,213242,7.972163082319618e-4
50-54,Male,2019,1,2019 Q1,188,212293,8.855685302859727e-4
50-54,Male,2019,2,2019 Q2,186,211218,8.806067664687669e-4
50-54,Male,2019,3,2019 Q3,179,210355,8.509424544222861e-4
50-54,Male,2019,4,2019 Q4,181,209135,8.654696726994525e-4
50-54,Male,2020,1,2020 Q1,198,207533,9.540651366288735e-4
50-54,Male,2020,2,2020 Q2,162,205868,7.869120018652729e-4
50-54,Male,2020,3,2020 Q3,164,204696,8.011881033337242e-4
50-54,Male,2020,4,2020 Q4,166,203255,8.167080760620895e-4
50-54,Male,2021,1,2021 Q1,181,201937,8.963191490415327e-4
50-54,Male,2021,2,2021 Q2,159,200481,7.930926122674967e-4
50-54,Male,2021,3,2021 Q3,146,199625,7.313713212273012e-4
50-54,Male,2021,4,2021 Q4,152,198497,7.657546461659371e-4
50-54,Male,2022,1,2022 Q1,173,197311,8.767884203110825e-4
50-54,Male,2022,2,2022 Q2,146,196784,7.419302382307505e-4
50-54,Male,2022,3,2022 Q3,162,196760,8.233380768448872e-4
55-59,Female,2008,1,2008 Q1,250,177828,0.0014058528465708438
55-59,Female,2008,2,2008 Q2,224,177177,0.0012642724507131286
55-59,Female,2008,3,2008 Q3,242,176924,0.0013678189505098234
55-59,Female,2008,4,2008 Q4,247,176542,0.0013991004973320797
55-59,Female,2009,1,2009 Q1,266,176036,0.0015110545570224273
55-59,Female,2009,2,2009 Q2,208,175742,0.0011835531631596318
55-59,Female,2009,3,2009 Q3,230,175476,0.0013107205543778067
55-59,Female,2009,4,2009 Q4,230,175538,0.001310257608039285
55-59,Female,2010,1,2010 Q1,209,175385,0.001191664053368304
55-59,Female,2010,2,2010 Q2,234,175060,0.0013366845652919
55-59,Female,2010,3,2010 Q3,235,174948,0.0013432562818666118
55-59,Female,2010,4,2010 Q4,236,174852,0.0013497129000526159
55-59,Female,2011,1,2011 Q1,224,174884,0.0012808490199217768
55-59,Female,2011,2,2011 Q2,227,175053,0.0012967501271043628
55-59,Female,2011,3,2011 Q3,191,175201,0.0010901764259336419
55-59,Female,2011,4,2011 Q4,222,176076,0.0012608191917126694
55-59,Female,2012,1,2012 Q1,229,176387,0.0012982816193937196
55-59,Female,2012,2,2012 Q2,237,176337,0.0013440174211878392
55-59,Female,2012,3,2012 Q3,207,176686,0.001171569903670919
55-59,Female,2012,4,2012 Q4,194,177080,0.0010955500338829906
55-59,Female,2013,1,2013 Q1,253,176918,0.0014300410359601623
55-59,Female,2013,2,2013 Q2,207,176803,0.0011707946132135767
55-59,Female,2013,3,2013 Q3,190,176858,0.00107430820206041
55-59,Female,2013,4,2013 Q4,197,176741,0.0011146253557465444
55-59,Female,2014,1,2014 Q1,202,177238,0.0011397104458411853
55-59,Female,2014,2,2014 Q2,189,177404,0.0010653649297648305
55-59,Female,2014,3,2014 Q3,155,177482,8.733279994591e-4
55-59,Female,2014,4,2014 Q4,210,177738,0.001181514363838909
55-59,Female,2015,1,2015 Q1,209,177966,0.0011743816234561658
55-59,Female,2015,2,2015 Q2,190,178246,0.0010659425737463955
55-59,Female,2015,3,2015 Q3,195,178666,0.0010914219829178467
55-59,Female,2015,4,2015 Q4,205,179271,0.0011435201454780752
55-59,Female,2016,1,2016 Q1,213,179683,0.0011854209914126544
55-59,Female,2016,2,2016 Q2,164,179790,9.121753156460314e-4
55-59,Female,2016,3,2016 Q3,200,180101,0.0011104880039533372
55-59,Female,2016,4,2016 Q4,206,180468,0.0011414766052707404
55-59,Female,2017,1,2017 Q1,201,181030,0.0011103132077556206
55-59,Female,2017,2,2017 Q2,166,181767,9.13257081868546e-4
55-59,Female,2017,3,2017 Q3,183,182546,0.0010024870443614213
55-59,Female,2017,4,2017 Q4,171,183346,9.326628342041823e-4
55-59,Female,2018,1,2018 Q1,206,183759,0.001121033527609532
55-59,Female,2018,2,2018 Q2,183,184555,9.915743274362657e-4
55-59,Female,2018,3,2018 Q3,198,185744,0.0010659832888276336
55-59,Female,2018,4,2018 Q4,192,187258,0.0010253233506712664
55-59,Female,2019,1,2019 Q1,175,188323,9.29254525469539e-4
55-59,Female,2019,2,2019 Q2,175,189542,9.232782180202805e-4
55-59,Female,2019,3,2019 Q3,173,190931,9.060864919787777e-4
55-59,Female,2019,4,2019 Q4,156,192346,8.110384411425245e-4
55-59,Female,2020,1,2020 Q1,194,193719,0.0010014505546693923
55-59,Female,2020,2,2020 Q2,160,194943,8.207527328501151e-4
55-59,Female,2020,3,2020 Q3,183,196402,9.3176240567815e-4
55-59,Female,2020,4,2020 Q4,169,197883,8.540400135433565e-4
55-59,Female,2021,1,2021 Q1,199,199180,9.990962948087157e-4
55-59,Female,2021,2,2021 Q2,172,200795,8.565950347369207e-4
55-59,Female,2021,3,2021 Q3,196,202673,9.670750420628303e-4
55-59,Female,2021,4,2021 Q4,200,204359,9.786698897528369e-4
55-59,Female,2022,1,2022 Q1,191,205829,9.279547585617187e-4
55-59,Female,2022,2,2022 Q2,170,206777,8.22141727561576e-4
55-59,Female,2022,3,2022 Q3,182,208294,8.737649668257367e-4
55-59,Male,2008,1,2008 Q1,365,177408,0.002057404401154401
55-59,Male,2008,2,2008 Q2,327,176799,0.0018495579726129673
55-59,Male,2008,3,2008 Q3,357,176380,0.0020240390066901008
55-59,Male,2008,4,2008 Q4,369,175875,0.002098081023454158
55-59,Male,2009,1,2009 Q1,398,175483,0.0022680259626288585
55-59,Male,2009,2,2009 Q2,353,175207,0.0020147596842591906
55-59,Male,2009,3,2009 Q3,388,175035,0.0022166995172394092
55-59,Male,2009,4,2009 Q4,367,174746,0.00210019113456102
55-59,Male,2010,1,2010 Q1,373,174619,0.0021360791208287757
55-59,Male,2010,2,2010 Q2,382,174458,0.002189638766923844
55-59,Male,2010,3,2010 Q3,355,174342,0.002036227644514804
55-59,Male,2010,4,2010 Q4,378,174508,0.002166089806771036
55-59,Male,2011,1,2011 Q1,384,174659,0.002198569784551612
55-59,Male,2011,2,2011 Q2,325,174704,0.001860289403791556
55-59,Male,2011,3,2011 Q3,341,174892,0.001949774718111749
55-59,Male,2011,4,2011 Q4,337,175660,0.0019184788796538768
55-59,Male,2012,1,2012 Q1,395,175856,0.002246155945773815
55-59,Male,2012,2,2012 Q2,313,176058,0.0017778232173488282
55-59,Male,2012,3,2012 Q3,341,176145,0.0019359050782026173
55-59,Male,2012,4,2012 Q4,325,176512,0.0018412345902828137
55-59,Male,2013,1,2013 Q1,375,176463,0.002125091378929294
55-59,Male,2013,2,2013 Q2,346,176395,0.0019615068454321267
55-59,Male,2013,3,2013 Q3,310,176566,0.0017557174087876489
55-59,Male,2013,4,2013 Q4,302,176266,0.0017133196419048483
55-59,Male,2014,1,2014 Q1,332,176808,0.0018777430885480294
55-59,Male,2014,2,2014 Q2,328,177138,0.0018516636746491435
55-59,Male,2014,3,2014 Q3,305,177189,0.0017213258159366552
55-59,Male,2014,4,2014 Q4,314,177538,0.0017686354470592212
55-59,Male,2015,1,2015 Q1,313,177815,0.0017602564463065546
55-59,Male,2015,2,2015 Q2,304,178124,0.0017066762480070063
55-59,Male,2015,3,2015 Q3,312,178623,0.0017466955543239114
55-59,Male,2015,4,2015 Q4,285,179239,0.0015900557356378913
55-59,Male,2016,1,2016 Q1,344,179791,0.0019133327029717839
55-59,Male,2016,2,2016 Q2,316,179951,0.001756033586920884
55-59,Male,2016,3,2016 Q3,302,180492,0.0016732043525474814
55-59,Male,2016,4,2016 Q4,328,180756,0.0018146008984487375
55-59,Male,2017,1,2017 Q1,302,181180,0.001666850645766641
55-59,Male,2017,2,2017 Q2,314,181912,0.0017261093275869651
55-59,Male,2017,3,2017 Q3,291,182601,0.0015936385890548245
55-59,Male,2017,4,2017 Q4,287,183343,0.001565372007657778
55-59,Male,2018,1,2018 Q1,341,183854,0.0018547325595309322
55-59,Male,2018,2,2018 Q2,287,184643,0.0015543508283552584
55-59,Male,2018,3,2018 Q3,292,185850,0.0015711595372612322
55-59,Male,2018,4,2018 Q4,299,187703,0.001592942041416493
55-59,Male,2019,1,2019 Q1,313,188671,0.0016589724970981232
55-59,Male,2019,2,2019 Q2,269,190144,0.0014147172669134972
55-59,Male,2019,3,2019 Q3,307,191709,0.0016013854331304216
55-59,Male,2019,4,2019 Q4,273,193328,0.0014121079202184888
55-59,Male,2020,1,2020 Q1,270,194819,0.0013859017857601158
55-59,Male,2020,2,2020 Q2,284,196145,0.001447908435086288
55-59,Male,2020,3,2020 Q3,290,197362,0.0014693811371996636
55-59,Male,2020,4,2020 Q4,288,198933,0.0014477236054349957
55-59,Male,2021,1,2021 Q1,270,200340,0.0013477088948787063
55-59,Male,2021,2,2021 Q2,302,202113,0.0014942136329676964
55-59,Male,2021,3,2021 Q3,268,203904,0.0013143440050219712
55-59,Male,2021,4,2021 Q4,313,205910,0.001520081589043757
55-59,Male,2022,1,2022 Q1,303,207510,0.0014601705941882318
55-59,Male,2022,2,2022 Q2,292,208698,0.0013991509262187467
55-59,Male,2022,3,2022 Q3,277,209832,0.0013201037020092263
60-64,Female,2008,1,2008 Q1,411,187719,0.0021894427308903203
60-64,Female,2008,2,2008 Q2,389,188881,0.002059497779024889
60-64,Female,2008,3,2008 Q3,339,189340,0.0017904299144396324
60-64,Female,2008,4,2008 Q4,395,189496,0.0020844767171866426
60-64,Female,2009,1,2009 Q1,405,189516,0.002137022731589945
60-64,Female,2009,2,2009 Q2,356,189139,0.0018822136100962784
60-64,Female,2009,3,2009 Q3,383,188891,0.0020276243971390907
60-64,Female,2009,4,2009 Q4,381,187849,0.002028224797576777
60-64,Female,2010,1,2010 Q1,367,187199,0.0019604805581226394
60-64,Female,2010,2,2010 Q2,376,186391,0.0020172647820978482
60-64,Female,2010,3,2010 Q3,363,185597,0.0019558505794813495
60-64,Female,2010,4,2010 Q4,347,184348,0.0018823095449909952
60-64,Female,2011,1,2011 Q1,358,183462,0.0019513577743619933
60-64,Female,2011,2,2011 Q2,313,181848,0.0017212177202938718
60-64,Female,2011,3,2011 Q3,328,180136,0.0018208464715548252
60-64,Female,2011,4,2011 Q4,348,178263,0.0019521717911176184
60-64,Female,2012,1,2012 Q1,333,177108,0.001880208686225354
60-64,Female,2012,2,2012 Q2,300,175533,0.0017090803438669653
60-64,Female,2012,3,2012 Q3,309,173818,0.0017777215248133105
60-64,Female,2012,4,2012 Q4,321,172628,0.001859489769909864
60-64,Female,2013,1,2013 Q1,331,172565,0.0019181178106800335
60-64,Female,2013,2,2013 Q2,321,171980,0.0018664961041981625
60-64,Female,2013,3,2013 Q3,297,171685,0.0017299123394588928
60-64,Female,2013,4,2013 Q4,273,171362,0.0015931186610800528
60-64,Female,2014,1,2014 Q1,322,170925,0.0018838671932133978
60-64,Female,2014,2,2014 Q2,324,170678,0.0018983114402559204
60-64,Female,2014,3,2014 Q3,294,170357,0.0017257876107233633
60-64,Female,2014,4,2014 Q4,304,170488,0.001783116700295622
60-64,Female,2015,1,2015 Q1,324,170401,0.0019013972922694116
60-64,Female,2015,2,2015 Q2,314,170044,0.0018465808849474255
60-64,Female,2015,3,2015 Q3,275,169951,0.001618113456231502
60-64,Female,2015,4,2015 Q4,315,169979,0.0018531700974826302
60-64,Female,2016,1,2016 Q1,297,170093,0.0017461036021470607
60-64,Female,2016,2,2016 Q2,313,170307,0.001837857516132631
60-64,Female,2016,3,2016 Q3,307,170496,0.0018006287537537537
60-64,Female,2016,4,2016 Q4,324,171364,0.0018907121682500408
60-64,Female,2017,1,2017 Q1,296,171723,0.0017237062012659924
60-64,Female,2017,2,2017 Q2,272,171764,0.0015835681516499383
60-64,Female,2017,3,2017 Q3,260,172160,0.0015102230483271376
60-64,Female,2017,4,2017 Q4,279,172574,0.0016166977644372848
60-64,Female,2018,1,2018 Q1,318,172514,0.0018433286573843282
60-64,Female,2018,2,2018 Q2,275,172509,0.0015941197270867027
60-64,Female,2018,3,2018 Q3,281,172636,0.0016277022173822378
60-64,Female,2018,4,2018 Q4,252,172535,0.001460573217028429
60-64,Female,2019,1,2019 Q1,318,172998,0.0018381715395553706
60-64,Female,2019,2,2019 Q2,290,173171,0.0016746452928030676
60-64,Female,2019,3,2019 Q3,254,173248,0.0014661063908385666
60-64,Female,2019,4,2019 Q4,277,173516,0.0015963945688005716
60-64,Female,2020,1,2020 Q1,305,173710,0.0017557998963790226
60-64,Female,2020,2,2020 Q2,274,174017,0.0015745588074728332
60-64,Female,2020,3,2020 Q3,266,174421,0.0015250457227054082
60-64,Female,2020,4,2020 Q4,298,175072,0.0017021568269055018
60-64,Female,2021,1,2021 Q1,304,175483,0.0017323615392944047
60-64,Female,2021,2,2021 Q2,237,175627,0.001349450824759291
60-64,Female,2021,3,2021 Q3,237,176026,0.00134639201027121
60-64,Female,2021,4,2021 Q4,311,176438,0.0017626588376653555
60-64,Female,2022,1,2022 Q1,282,177031,0.001592941349255215
60-64,Female,2022,2,2022 Q2,268,177838,0.0015069895073044006
60-64,Female,2022,3,2022 Q3,241,179276,0.0013442959459157946
60-64,Male,2008,1,2008 Q1,654,186572,0.003505349141350256
60-64,Male,2008,2,2008 Q2,613,187696,0.00326591935896343
60-64,Male,2008,3,2008 Q3,557,188426,0.0029560676339783257
60-64,Male,2008,4,2008 Q4,612,188680,0.0032435870256518973
60-64,Male,2009,1,2009 Q1,635,188546,0.0033678783957230597
60-64,Male,2009,2,2009 Q2,605,187844,0.0032207576499648644
60-64,Male,2009,3,2009 Q3,608,187389,0.0032445874624444336
60-64,Male,2009,4,2009 Q4,599,186504,0.0032117273624158193
60-64,Male,2010,1,2010 Q1,581,185458,0.003132784781459953
60-64,Male,2010,2,2010 Q2,557,184433,0.0030200669077659636
60-64,Male,2010,3,2010 Q3,551,183415,0.003004116348172178
60-64,Male,2010,4,2010 Q4,566,182105,0.003108096977018753
60-64,Male,2011,1,2011 Q1,542,180466,0.0030033358084071236
60-64,Male,2011,2,2011 Q2,517,178682,0.00289340840151778
60-64,Male,2011,3,2011 Q3,489,176655,0.002768107327842405
60-64,Male,2011,4,2011 Q4,502,174884,0.00287047414286041
60-64,Male,2012,1,2012 Q1,493,173745,0.002837491726380615
60-64,Male,2012,2,2012 Q2,484,172068,0.002812841434781598
60-64,Male,2012,3,2012 Q3,440,170610,0.0025789813023855577
60-64,Male,2012,4,2012 Q4,514,169402,0.0030342026658481008
60-64,Male,2013,1,2013 Q1,517,168916,0.003060692888773118
60-64,Male,2013,2,2013 Q2,484,168334,0.0028752361376786625
60-64,Male,2013,3,2013 Q3,477,167936,0.0028403677591463416
60-64,Male,2013,4,2013 Q4,469,167391,0.0028018232760423202
60-64,Male,2014,1,2014 Q1,514,167057,0.003076794148105138
60-64,Male,2014,2,2014 Q2,474,166832,0.0028411815479044786
60-64,Male,2014,3,2014 Q3,464,166716,0.002783176179850764
60-64,Male,2014,4,2014 Q4,481,166497,0.0028889409418788327
60-64,Male,2015,1,2015 Q1,517,166416,0.0031066724353427553
60-64,Male,2015,2,2015 Q2,438,166276,0.0026341745050398133
60-64,Male,2015,3,2015 Q3,470,166325,0.0028257928753945586
60-64,Male,2015,4,2015 Q4,475,166566,0.002851722440353974
60-64,Male,2016,1,2016 Q1,492,166766,0.00295024165597304
60-64,Male,2016,2,2016 Q2,466,166818,0.00279346353511012
60-64,Male,2016,3,2016 Q3,439,167052,0.0026279242391590643
60-64,Male,2016,4,2016 Q4,466,167893,0.002775577302210336
60-64,Male,2017,1,2017 Q1,480,168133,0.0028548827416390596
60-64,Male,2017,2,2017 Q2,451,168448,0.0026773841185410334
60-64,Male,2017,3,2017 Q3,409,168662,0.0024249682797547758
60-64,Male,2017,4,2017 Q4,470,169108,0.0027792889750928402
60-64,Male,2018,1,2018 Q1,487,169081,0.002880276317268055
60-64,Male,2018,2,2018 Q2,474,169140,0.0028024122029088328
60-64,Male,2018,3,2018 Q3,434,169301,0.0025634816096774386
60-64,Male,2018,4,2018 Q4,400,169078,0.002365772010551343
60-64,Male,2019,1,2019 Q1,486,169672,0.0028643500400773255
60-64,Male,2019,2,2019 Q2,406,169987,0.0023884179378423054
60-64,Male,2019,3,2019 Q3,436,170076,0.0025635598203156236
60-64,Male,2019,4,2019 Q4,493,170479,0.0028918517823309617
60-64,Male,2020,1,2020 Q1,423,170661,0.0024785979221966354
60-64,Male,2020,2,2020 Q2,423,170953,0.002474364298959363
60-64,Male,2020,3,2020 Q3,409,171437,0.002385716035628248
60-64,Male,2020,4,2020 Q4,408,172075,0.002371059131192794
60-64,Male,2021,1,2021 Q1,432,172631,0.0025024474167443856
60-64,Male,2021,2,2021 Q2,411,172842,0.0023778942618113653
60-64,Male,2021,3,2021 Q3,429,173413,0.0024738629745174813
60-64,Male,2021,4,2021 Q4,486,173705,0.0027978469243832935
60-64,Male,2022,1,2022 Q1,444,174227,0.0025483995017993766
60-64,Male,2022,2,2022 Q2,435,175061,0.002484848138648814
60-64,Male,2022,3,2022 Q3,392,176119,0.002225767804722943
65-69,Female,2008,1,2008 Q1,444,136618,0.003249937782722628
65-69,Female,2008,2,2008 Q2,469,137952,0.003399733240547437
65-69,Female,2008,3,2008 Q3,404,139799,0.0028898633037432314
65-69,Female,2008,4,2008 Q4,498,141771,0.0035127071121738578
65-69,Female,2009,1,2009 Q1,507,143487,0.0035334211461665516
65-69,Female,2009,2,2009 Q2,465,145859,0.003188010338751808
65-69,Female,2009,3,2009 Q3,412,148075,0.0027823737970622997
65-69,Female,2009,4,2009 Q4,518,150668,0.0034380226723657314
65-69,Female,2010,1,2010 Q1,473,152812,0.0030953066513101065
65-69,Female,2010,2,2010 Q2,508,155248,0.003272183860661651
65-69,Female,2010,3,2010 Q3,463,157770,0.002934651708182798
65-69,Female,2010,4,2010 Q4,470,160292,0.0029321488283881917
65-69,Female,2011,1,2011 Q1,477,162422,0.0029367942766374013
65-69,Female,2011,2,2011 Q2,441,165603,0.002662995235593558
65-69,Female,2011,3,2011 Q3,479,168479,0.0028430843013075814
65-69,Female,2011,4,2011 Q4,469,170841,0.0027452426525248624
65-69,Female,2012,1,2012 Q1,525,172775,0.0030386340616408622
65-69,Female,2012,2,2012 Q2,509,175250,0.002904422253922967
65-69,Female,2012,3,2012 Q3,466,177210,0.0026296484397043056
65-69,Female,2012,4,2012 Q4,516,178393,0.002892490176184043
65-69,Female,2013,1,2013 Q1,531,178973,0.0029669279723757215
65-69,Female,2013,2,2013 Q2,463,180142,0.0025701946242408765
65-69,Female,2013,3,2013 Q3,441,180739,0.002439982516225054
65-69,Female,2013,4,2013 Q4,484,180949,0.0026747868183852907
65-69,Female,2014,1,2014 Q1,523,181063,0.002888497373842254
65-69,Female,2014,2,2014 Q2,479,180774,0.0026497173266067024
65-69,Female,2014,3,2014 Q3,483,180606,0.0026743297564864954
65-69,Female,2014,4,2014 Q4,487,179669,0.0027105399373291996
65-69,Female,2015,1,2015 Q1,489,179072,0.0027307451751250895
65-69,Female,2015,2,2015 Q2,480,178405,0.002690507553039433
65-69,Female,2015,3,2015 Q3,450,177703,0.002532315155062098
65-69,Female,2015,4,2015 Q4,455,176601,0.0025764293520421744
65-69,Female,2016,1,2016 Q1,496,175775,0.002821789219172237
65-69,Female,2016,2,2016 Q2,433,174292,0.0024843366304821792
65-69,Female,2016,3,2016 Q3,422,172771,0.0024425395465674216
65-69,Female,2016,4,2016 Q4,478,171010,0.0027951581778843343
65-69,Female,2017,1,2017 Q1,478,169882,0.002813717757031351
65-69,Female,2017,2,2017 Q2,397,168343,0.0023582804155800954
65-69,Female,2017,3,2017 Q3,375,166782,0.002248444076698924
65-69,Female,2017,4,2017 Q4,416,165671,0.002511000718291071
65-69,Female,2018,1,2018 Q1,485,165605,0.002928655535762809
65-69,Female,2018,2,2018 Q2,412,165007,0.002496863769415843
65-69,Female,2018,3,2018 Q3,439,164748,0.002664675747201787
65-69,Female,2018,4,2018 Q4,429,164434,0.0026089494873323036
65-69,Female,2019,1,2019 Q1,437,163988,0.0026648291338390614
65-69,Female,2019,2,2019 Q2,434,163763,0.0026501712841117955
65-69,Female,2019,3,2019 Q3,404,163499,0.002470963125156729
65-69,Female,2019,4,2019 Q4,441,163604,0.0026955331165497178
65-69,Female,2020,1,2020 Q1,436,163541,0.0026659981289095702
65-69,Female,2020,2,2020 Q2,388,163193,0.0023775529587666136
65-69,Female,2020,3,2020 Q3,410,163168,0.0025127475975681504
65-69,Female,2020,4,2020 Q4,440,163210,0.002695913240610257
65-69,Female,2021,1,2021 Q1,452,163349,0.0027670815248333324
65-69,Female,2021,2,2021 Q2,399,163602,0.0024388454908864194
65-69,Female,2021,3,2021 Q3,417,163852,0.0025449796157507995
65-69,Female,2021,4,2021 Q4,432,164724,0.0026225686603045095
65-69,Female,2022,1,2022 Q1,474,165130,0.002870465693695876
65-69,Female,2022,2,2022 Q2,438,165165,0.00265189356098447
65-69,Female,2022,3,2022 Q3,440,166040,0.0026499638641291254
