Age,Year,Quarter,YQ,Deaths,Population,Death_rate
0-4,2008,1,2008 Q1,88,325606,2.7026528995165936e-4
0-4,2008,2,2008 Q2,65,326223,1.9925020614732866e-4
0-4,2008,3,2008 Q3,82,326497,2.511508528409143e-4
0-4,2008,4,2008 Q4,71,326648,2.1735935931032794e-4
0-4,2009,1,2009 Q1,60,326932,1.8352440262806943e-4
0-4,2009,2,2009 Q2,60,326629,1.8369465050561954e-4
0-4,2009,3,2009 Q3,62,326651,1.8980502126122374e-4
0-4,2009,4,2009 Q4,55,326462,1.6847290036818986e-4
0-4,2010,1,2010 Q1,66,326067,2.0241238763812346e-4
0-4,2010,2,2010 Q2,78,326187,2.3912663594809113e-4
0-4,2010,3,2010 Q3,51,326034,1.5642540348552604e-4
0-4,2010,4,2010 Q4,54,325707,1.65793182215918e-4
0-4,2011,1,2011 Q1,64,325495,1.9662360404921735e-4
0-4,2011,2,2011 Q2,59,324310,1.8192470167432395e-4
0-4,2011,3,2011 Q3,55,322706,1.704337694371967e-4
0-4,2011,4,2011 Q4,70,320934,2.1811338156754972e-4
0-4,2012,1,2012 Q1,56,319203,1.7543694764773514e-4
0-4,2012,2,2012 Q2,58,317989,1.8239624641103937e-4
0-4,2012,3,2012 Q3,65,316546,2.053414037770182e-4
0-4,2012,4,2012 Q4,55,314720,1.7475851550584646e-4
0-4,2013,1,2013 Q1,54,312956,1.7254821764081852e-4
0-4,2013,2,2013 Q2,61,310893,1.962089850849006e-4
0-4,2013,3,2013 Q3,68,309086,2.2000349417314276e-4
0-4,2013,4,2013 Q4,54,306162,1.7637721206420132e-4
0-4,2014,1,2014 Q1,70,303782,2.3042839931266502e-4
0-4,2014,2,2014 Q2,56,301959,1.8545564132878967e-4
0-4,2014,3,2014 Q3,63,300553,2.0961361224143495e-4
0-4,2014,4,2014 Q4,71,299428,2.3711877312742965e-4
0-4,2015,1,2015 Q1,57,298368,1.9103925353925353e-4
0-4,2015,2,2015 Q2,63,296415,2.1253985122210415e-4
0-4,2015,3,2015 Q3,58,295288,1.9641841185554442e-4
0-4,2015,4,2015 Q4,58,294918,1.966648356492313e-4
0-4,2016,1,2016 Q1,62,294748,2.1034917963819942e-4
0-4,2016,2,2016 Q2,52,294917,1.7632079534241838e-4
0-4,2016,3,2016 Q3,64,295476,2.1659965614804585e-4
0-4,2016,4,2016 Q4,50,296879,1.6841878341007616e-4
0-4,2017,1,2017 Q1,70,298063,2.3484967943018757e-4
0-4,2017,2,2017 Q2,68,298208,2.2802875845047752e-4
0-4,2017,3,2017 Q3,84,299086,2.808556736189591e-4
0-4,2017,4,2017 Q4,45,299891,1.500545198088639e-4
0-4,2018,1,2018 Q1,74,300798,2.460122740177794e-4
0-4,2018,2,2018 Q2,65,301443,2.156294888254164e-4
0-4,2018,3,2018 Q3,53,302663,1.7511225356254317e-4
0-4,2018,4,2018 Q4,62,303940,2.0398762913732973e-4
0-4,2019,1,2019 Q1,45,304963,1.475588841925086e-4
0-4,2019,2,2019 Q2,45,305216,1.4743656951142798e-4
0-4,2019,3,2019 Q3,64,306249,2.089802742213036e-4
0-4,2019,4,2019 Q4,54,307477,1.756228921187601e-4
0-4,2020,1,2020 Q1,52,307888,1.688925843163748e-4
0-4,2020,2,2020 Q2,64,308575,2.0740500688649436e-4
0-4,2020,3,2020 Q3,51,309527,1.6476753239620453e-4
0-4,2020,4,2020 Q4,48,310088,1.5479476793684374e-4
0-4,2021,1,2021 Q1,61,309850,1.968694529611102e-4
0-4,2021,2,2021 Q2,52,310362,1.6754628466113765e-4
0-4,2021,3,2021 Q3,60,310710,1.9310611180843875e-4
0-4,2021,4,2021 Q4,60,310769,1.9306945029909676e-4
0-4,2022,1,2022 Q1,64,311412,2.0551552284433483e-4
0-4,2022,2,2022 Q2,51,311473,1.637381089211585e-4
0-4,2022,3,2022 Q3,49,312721,1.566891894052526e-4
0-4,2022,4,2022 Q4,56,312174,1.7938713666096473e-4
5-9,2008,1,2008 Q1,4,332439,1.2032282614254044e-5
5-9,2008,2,2008 Q2,12,331578,3.6190579592132166e-5
5-9,2008,3,2008 Q3,7,331417,2.1121427084307684e-5
5-9,2008,4,2008 Q4,4,331227,1.2076310204180215e-5
5-9,2009,1,2009 Q1,6,331075,1.8122781847013516e-5
5-9,2009,2,2009 Q2,4,330642,1.2097676641201056e-5
5-9,2009,3,2009 Q3,10,329869,3.0315064464984586e-5
5-9,2009,4,2009 Q4,4,329688,1.213268302152338e-5
5-9,2010,1,2010 Q1,7,329874,2.122022347926784e-5
5-9,2010,2,2010 Q2,6,329272,1.8222017055807964e-5
5-9,2010,3,2010 Q3,4,328581,1.2173558422428565e-5
5-9,2010,4,2010 Q4,4,328476,1.2177449798463206e-5
5-9,2011,1,2011 Q1,13,327867,3.965022402376573e-5
5-9,2011,2,2011 Q2,6,327392,1.832665428599355e-5
5-9,2011,3,2011 Q3,5,327556,1.5264565448350816e-5
5-9,2011,4,2011 Q4,6,328204,1.8281312842012895e-5
5-9,2012,1,2012 Q1,5,328548,1.521847644788585e-5
5-9,2012,2,2012 Q2,7,328331,2.131994846663885e-5
5-9,2012,3,2012 Q3,8,328240,2.4372410431391666e-5
5-9,2012,4,2012 Q4,5,328685,1.5212133197438277e-5
5-9,2013,1,2013 Q1,5,329520,1.5173585821801408e-5
5-9,2013,2,2013 Q2,4,330029,1.2120147017383321e-5
5-9,2013,3,2013 Q3,4,330298,1.2110276174848167e-5
5-9,2013,4,2013 Q4,7,330635,2.1171382340042647e-5
5-9,2014,1,2014 Q1,2,331146,6.0396320656145625e-6
5-9,2014,2,2014 Q2,5,330952,1.5107931059488989e-5
5-9,2014,3,2014 Q3,2,331139,6.0397597383576084e-6
5-9,2014,4,2014 Q4,5,331125,1.5100037750094376e-5
5-9,2015,1,2015 Q1,12,330947,3.625958235004397e-5
5-9,2015,2,2015 Q2,2,331343,6.036041202017245e-6
5-9,2015,3,2015 Q3,7,331703,2.110321582861777e-5
5-9,2015,4,2015 Q4,3,332068,9.034294180709974e-6
5-9,2016,1,2016 Q1,7,332625,2.1044720030063886e-5
5-9,2016,2,2016 Q2,9,332131,2.70977415537845e-5
5-9,2016,3,2016 Q3,7,331064,2.114394799797018e-5
5-9,2016,4,2016 Q4,6,330002,1.8181707989648547e-5
5-9,2017,1,2017 Q1,4,328443,1.2178673316222297e-5
5-9,2017,2,2017 Q2,4,327356,1.2219113136768533e-5
5-9,2017,3,2017 Q3,4,326098,1.2266251249624346e-5
5-9,2017,4,2017 Q4,3,324556,9.243397133314436e-6
5-9,2018,1,2018 Q1,6,322681,1.8594215339607848e-5
5-9,2018,2,2018 Q2,5,320520,1.559965056782728e-5
5-9,2018,3,2018 Q3,6,318609,1.8831859740308656e-5
5-9,2018,4,2018 Q4,4,315855,1.2664038878599358e-5
5-9,2019,1,2019 Q1,8,313253,2.5538462520710098e-5
5-9,2019,2,2019 Q2,3,311067,9.644224556124564e-6
5-9,2019,3,2019 Q3,7,309364,2.262706714420553e-5
5-9,2019,4,2019 Q4,3,307982,9.740829009487568e-6
5-9,2020,1,2020 Q1,8,306601,2.6092543729472508e-5
5-9,2020,2,2020 Q2,2,303877,6.58161032259763e-6
5-9,2020,3,2020 Q3,6,301910,1.9873472226822564e-5
5-9,2020,4,2020 Q4,5,301042,1.6608978149228346e-5
5-9,2021,1,2021 Q1,3,300360,9.98801438274071e-6
5-9,2021,2,2021 Q2,4,299867,1.3339247066199348e-5
5-9,2021,3,2021 Q3,7,299898,2.3341269364917404e-5
5-9,2021,4,2021 Q4,7,300829,2.3269033238151906e-5
5-9,2022,1,2022 Q1,1,301614,3.3154959650414105e-6
5-9,2022,2,2022 Q2,5,301734,1.6570886940152584e-5
5-9,2022,3,2022 Q3,5,305178,1.638388088263243e-5
5-9,2022,4,2022 Q4,5,306010,1.6339335315839352e-5
10-14,2008,1,2008 Q1,10,351872,2.8419425245543833e-5
10-14,2008,2,2008 Q2,13,350976,3.703956965718454e-5
10-14,2008,3,2008 Q3,9,350079,2.5708482942421566e-5
10-14,2008,4,2008 Q4,9,350251,2.569585811318169e-5
10-14,2009,1,2009 Q1,2,350079,5.712996209427015e-6
10-14,2009,2,2009 Q2,9,349299,2.5765891113344154e-5
10-14,2009,3,2009 Q3,7,348119,2.0108066494503315e-5
10-14,2009,4,2009 Q4,11,347652,3.164083623853739e-5
10-14,2010,1,2010 Q1,5,345377,1.4476933901215194e-5
10-14,2010,2,2010 Q2,9,343962,2.6165681092678842e-5
10-14,2010,3,2010 Q3,5,343314,1.45639269007381e-5
10-14,2010,4,2010 Q4,7,342262,2.0452168222005363e-5
10-14,2011,1,2011 Q1,13,341725,3.804228546345746e-5
10-14,2011,2,2011 Q2,6,340835,1.7603825898161866e-5
10-14,2011,3,2011 Q3,8,340579,2.34894106800478e-5
10-14,2011,4,2011 Q4,3,340083,8.821375958221963e-6
10-14,2012,1,2012 Q1,6,338707,1.7714425742603488e-5
10-14,2012,2,2012 Q2,3,337558,8.887361579343401e-6
10-14,2012,3,2012 Q3,9,336237,2.6766834108084476e-5
10-14,2012,4,2012 Q4,3,335332,8.946357639593e-6
10-14,2013,1,2013 Q1,6,335120,1.7904034375746e-5
10-14,2013,2,2013 Q2,8,334230,2.393561320049068e-5
10-14,2013,3,2013 Q3,5,333894,1.4974812365601059e-5
10-14,2013,4,2013 Q4,4,333860,1.1981069909542921e-5
10-14,2014,1,2014 Q1,7,333742,2.0974285525945192e-5
10-14,2014,2,2014 Q2,3,333460,8.99658129910634e-6
10-14,2014,3,2014 Q3,6,332675,1.803562035019163e-5
10-14,2014,4,2014 Q4,7,332806,2.1033274640481242e-5
10-14,2015,1,2015 Q1,6,333332,1.8000072000288002e-5
10-14,2015,2,2015 Q2,6,332951,1.8020669708155255e-5
10-14,2015,3,2015 Q3,7,332601,2.1046238586173822e-5
10-14,2015,4,2015 Q4,6,332969,1.8019695527211242e-5
10-14,2016,1,2016 Q1,4,332901,1.2015584212723904e-5
10-14,2016,2,2016 Q2,8,332859,2.4034200667549923e-5
10-14,2016,3,2016 Q3,4,333211,1.2004405616861388e-5
10-14,2016,4,2016 Q4,3,334490,8.96887799336303e-6
10-14,2017,1,2017 Q1,7,335062,2.0891655872644464e-5
10-14,2017,2,2017 Q2,4,335061,1.193812469968155e-5
10-14,2017,3,2017 Q3,5,335179,1.4917402343225561e-5
10-14,2017,4,2017 Q4,4,336112,1.1900794973104203e-5
10-14,2018,1,2018 Q1,4,337091,1.1866231967035608e-5
10-14,2018,2,2018 Q2,4,337853,1.1839468644647228e-5
10-14,2018,3,2018 Q3,6,338216,1.7740142394209616e-5
10-14,2018,4,2018 Q4,5,338923,1.4752613425468321e-5
10-14,2019,1,2019 Q1,7,339254,2.063350763734547e-5
10-14,2019,2,2019 Q2,10,339011,2.949756792552454e-5
10-14,2019,3,2019 Q3,5,338994,1.474952359038803e-5
10-14,2019,4,2019 Q4,4,339072,1.179690449226123e-5
10-14,2020,1,2020 Q1,10,338629,2.953084348948259e-5
10-14,2020,2,2020 Q2,4,338798,1.1806445138401053e-5
10-14,2020,3,2020 Q3,7,338612,2.0672628258892184e-5
10-14,2020,4,2020 Q4,8,338653,2.3623000534470387e-5
10-14,2021,1,2021 Q1,2,338574,5.907128131516301e-6
10-14,2021,2,2021 Q2,6,337520,1.77767243422612e-5
10-14,2021,3,2021 Q3,6,335993,1.785751488870304e-5
10-14,2021,4,2021 Q4,8,334534,2.3913862268110266e-5
10-14,2022,1,2022 Q1,8,332805,2.403810038911675e-5
10-14,2022,2,2022 Q2,4,331758,1.2056981293593523e-5
10-14,2022,3,2022 Q3,2,332910,6.007629689705927e-6
10-14,2022,4,2022 Q4,7,331694,2.1103788431506146e-5
15-19,2008,1,2008 Q1,32,334263,9.573300066115604e-5
15-19,2008,2,2008 Q2,24,336571,7.130739130822322e-5
15-19,2008,3,2008 Q3,21,338265,6.20815041461576e-5
15-19,2008,4,2008 Q4,31,341651,9.073586788857636e-5
15-19,2009,1,2009 Q1,32,342927,9.33143205405232e-5
15-19,2009,2,2009 Q2,23,344426,6.677776939023186e-5
15-19,2009,3,2009 Q3,29,345863,8.384822892301287e-5
15-19,2009,4,2009 Q4,18,348634,5.163007624041258e-5
15-19,2010,1,2010 Q1,22,350928,6.269092235444308e-5
15-19,2010,2,2010 Q2,26,352447,7.376995690132133e-5
15-19,2010,3,2010 Q3,20,353069,5.664615131886402e-5
15-19,2010,4,2010 Q4,21,355643,5.9047977887938186e-5
15-19,2011,1,2011 Q1,20,356466,5.610633272177431e-5
15-19,2011,2,2011 Q2,24,357184,6.719225945171116e-5
15-19,2011,3,2011 Q3,18,356370,5.0509302129808904e-5
15-19,2011,4,2011 Q4,20,357944,5.587466195829515e-5
15-19,2012,1,2012 Q1,24,359125,6.682909850330665e-5
15-19,2012,2,2012 Q2,16,358789,4.459445523692198e-5
15-19,2012,3,2012 Q3,11,358229,3.070661504233326e-5
15-19,2012,4,2012 Q4,18,359282,5.0099921510122965e-5
15-19,2013,1,2013 Q1,26,358224,7.258028496136496e-5
15-19,2013,2,2013 Q2,17,357062,4.76107790803838e-5
15-19,2013,3,2013 Q3,18,355729,5.0600316533091205e-5
15-19,2013,4,2013 Q4,18,356893,5.0435284525053726e-5
15-19,2014,1,2014 Q1,17,356746,4.76529519602182e-5
15-19,2014,2,2014 Q2,15,355869,4.215034183927232e-5
15-19,2014,3,2014 Q3,16,354261,4.516444090656324e-5
15-19,2014,4,2014 Q4,13,355311,3.658766545364483e-5
15-19,2015,1,2015 Q1,20,352904,5.667263618434475e-5
15-19,2015,2,2015 Q2,17,351513,4.8362364976544256e-5
15-19,2015,3,2015 Q3,8,350604,2.2817765912539502e-5
15-19,2015,4,2015 Q4,14,351587,3.9819447249187256e-5
15-19,2016,1,2016 Q1,13,350964,3.704083609714957e-5
15-19,2016,2,2016 Q2,15,350274,4.28236180818445e-5
15-19,2016,3,2016 Q3,10,349699,2.8596021149617243e-5
15-19,2016,4,2016 Q4,20,351040,5.697356426618049e-5
15-19,2017,1,2017 Q1,23,349350,6.5836553599542e-5
15-19,2017,2,2017 Q2,18,348090,5.171076445746789e-5
15-19,2017,3,2017 Q3,15,346025,4.334946896900513e-5
15-19,2017,4,2017 Q4,15,346760,4.3257584496481715e-5
15-19,2018,1,2018 Q1,21,345980,6.069715012428464e-5
15-19,2018,2,2018 Q2,20,344955,5.79785769158296e-5
15-19,2018,3,2018 Q3,15,344054,4.35978073209438e-5
15-19,2018,4,2018 Q4,21,345291,6.081826633187659e-5
15-19,2019,1,2019 Q1,24,344415,6.968337615957493e-5
15-19,2019,2,2019 Q2,21,343831,6.10765172424825e-5
15-19,2019,3,2019 Q3,12,342289,3.505809418357002e-5
15-19,2019,4,2019 Q4,16,343469,4.65835344674483e-5
15-19,2020,1,2020 Q1,19,343282,5.534808116941756e-5
15-19,2020,2,2020 Q2,11,342464,3.212016445524201e-5
15-19,2020,3,2020 Q3,16,341050,4.691394223720862e-5
15-19,2020,4,2020 Q4,11,342200,3.2144944476914086e-5
15-19,2021,1,2021 Q1,13,341466,3.807114031850902e-5
15-19,2021,2,2021 Q2,15,340752,4.4020284547119315e-5
15-19,2021,3,2021 Q3,12,340416,3.525098702763678e-5
15-19,2021,4,2021 Q4,19,343476,5.531681980691519e-5
15-19,2022,1,2022 Q1,16,343723,4.654911076651839e-5
15-19,2022,2,2022 Q2,16,343738,4.654707946168303e-5
15-19,2022,3,2022 Q3,18,344718,5.221659443371103e-5
15-19,2022,4,2022 Q4,10,347043,2.88148730848915e-5
20-24,2008,1,2008 Q1,54,303797,1.7775027403167247e-4
20-24,2008,2,2008 Q2,35,306826,1.1407116737173512e-4
20-24,2008,3,2008 Q3,32,307658,1.0401159729309818e-4
20-24,2008,4,2008 Q4,43,313858,1.3700463266827674e-4
20-24,2009,1,2009 Q1,43,315695,1.362074153851027e-4
20-24,2009,2,2009 Q2,30,318935,9.406305360026337e-5
20-24,2009,3,2009 Q3,25,319156,7.833159959392898e-5
20-24,2009,4,2009 Q4,29,325224,8.916931099795833e-5
20-24,2010,1,2010 Q1,31,326535,9.493622429448605e-5
20-24,2010,2,2010 Q2,39,330420,1.180315961503541e-4
20-24,2010,3,2010 Q3,36,329802,1.0915640293266869e-4
20-24,2010,4,2010 Q4,31,336398,9.215274763821426e-5
20-24,2011,1,2011 Q1,31,337459,9.186301150658302e-5
20-24,2011,2,2011 Q2,36,340453,0.00010574146798530193
20-24,2011,3,2011 Q3,33,340005,9.705739621476155e-5
20-24,2011,4,2011 Q4,29,345981,8.381963171388024e-5
20-24,2012,1,2012 Q1,29,347475,8.345924167206273e-5
20-24,2012,2,2012 Q2,32,350918,9.118939467339948e-5
20-24,2012,3,2012 Q3,23,350391,6.564095538983593e-5
20-24,2012,4,2012 Q4,29,357709,8.107148548121518e-5
20-24,2013,1,2013 Q1,22,359625,6.117483489746263e-5
20-24,2013,2,2013 Q2,26,363005,7.1624357791215e-5
20-24,2013,3,2013 Q3,23,361878,6.355733147635391e-5
20-24,2013,4,2013 Q4,24,368405,6.514569563388119e-5
20-24,2014,1,2014 Q1,36,368274,9.775330324703889e-5
20-24,2014,2,2014 Q2,23,371060,6.198458470328249e-5
20-24,2014,3,2014 Q3,23,370408,6.209369128096585e-5
20-24,2014,4,2014 Q4,29,376250,7.70764119601329e-5
20-24,2015,1,2015 Q1,39,377040,1.0343730108211331e-4
20-24,2015,2,2015 Q2,32,380779,8.403824790757894e-5
20-24,2015,3,2015 Q3,22,380329,5.7844655548222724e-5
20-24,2015,4,2015 Q4,25,386701,6.464943199009053e-5
20-24,2016,1,2016 Q1,28,386749,7.239837724208724e-5
20-24,2016,2,2016 Q2,34,389132,8.737395022768624e-5
20-24,2016,3,2016 Q3,35,385936,9.06886115832677e-5
20-24,2016,4,2016 Q4,40,392192,1.0199086161879895e-4
20-24,2017,1,2017 Q1,27,391322,6.899688747374285e-5
20-24,2017,2,2017 Q2,37,392521,9.426247258108483e-5
20-24,2017,3,2017 Q3,22,389288,5.651342964591767e-5
20-24,2017,4,2017 Q4,33,394132,8.372829407406655e-5
20-24,2018,1,2018 Q1,23,391572,5.873760125851695e-5
20-24,2018,2,2018 Q2,27,391432,6.897749800731673e-5
20-24,2018,3,2018 Q3,18,387147,4.6493967407728846e-5
20-24,2018,4,2018 Q4,11,391830,2.8073399178215043e-5
20-24,2019,1,2019 Q1,21,388990,5.398596364945114e-5
20-24,2019,2,2019 Q2,29,389876,7.438262421898245e-5
20-24,2019,3,2019 Q3,31,385104,8.049773567659645e-5
20-24,2019,4,2019 Q4,30,388124,7.729488513980068e-5
20-24,2020,1,2020 Q1,25,381891,6.546370561233441e-5
20-24,2020,2,2020 Q2,25,380328,6.573273595422898e-5
20-24,2020,3,2020 Q3,39,376890,1.0347846851866592e-4
20-24,2020,4,2020 Q4,32,377283,8.481696763437525e-5
20-24,2021,1,2021 Q1,26,375904,6.916659572656848e-5
20-24,2021,2,2021 Q2,37,373920,9.895164741121095e-5
20-24,2021,3,2021 Q3,29,372987,7.775069908602712e-5
20-24,2021,4,2021 Q4,25,376873,6.633534373648418e-5
20-24,2022,1,2022 Q1,28,375447,7.457776996486854e-5
20-24,2022,2,2022 Q2,27,376804,7.165529028354264e-5
20-24,2022,3,2022 Q3,33,373816,8.827872536221029e-5
20-24,2022,4,2022 Q4,32,377000,8.488063660477454e-5
25-29,2008,1,2008 Q1,34,319723,1.06342052339056e-4
25-29,2008,2,2008 Q2,37,318150,1.162973440201163e-4
25-29,2008,3,2008 Q3,44,315911,1.392797338490904e-4
25-29,2008,4,2008 Q4,26,315667,8.236527733339247e-5
25-29,2009,1,2009 Q1,49,315123,1.5549483852337023e-4
25-29,2009,2,2009 Q2,41,313786,1.3066229850917504e-4
25-29,2009,3,2009 Q3,38,312082,1.2176287001493197e-4
25-29,2009,4,2009 Q4,42,311859,1.3467624791973294e-4
25-29,2010,1,2010 Q1,38,310970,1.2219828279255233e-4
25-29,2010,2,2010 Q2,27,309924,8.71181321872459e-5
25-29,2010,3,2010 Q3,30,309632,9.68892104175279e-5
25-29,2010,4,2010 Q4,37,310915,1.1900358618915138e-4
25-29,2011,1,2011 Q1,22,311548,7.061512190737864e-5
25-29,2011,2,2011 Q2,24,312317,7.684500043225312e-5
25-29,2011,3,2011 Q3,24,313457,7.656552573399223e-5
25-29,2011,4,2011 Q4,35,315220,1.1103356386016115e-4
25-29,2012,1,2012 Q1,35,316190,1.1069293779056896e-4
25-29,2012,2,2012 Q2,29,316976,9.14895764979052e-5
25-29,2012,3,2012 Q3,31,318444,9.734835638291191e-5
25-29,2012,4,2012 Q4,18,320611,5.6142802336788194e-5
25-29,2013,1,2013 Q1,22,322222,6.827590915579942e-5
25-29,2013,2,2013 Q2,37,324841,1.1390187814961781e-4
25-29,2013,3,2013 Q3,30,327227,9.167947632683122e-5
25-29,2013,4,2013 Q4,23,331025,6.948115701231025e-5
25-29,2014,1,2014 Q1,31,333707,9.28958637367511e-5
25-29,2014,2,2014 Q2,22,336510,6.537695759412795e-5
25-29,2014,3,2014 Q3,24,339464,7.069969127801475e-5
25-29,2014,4,2014 Q4,41,343507,1.1935710189312008e-4
25-29,2015,1,2015 Q1,25,346358,7.217965226730724e-5
25-29,2015,2,2015 Q2,31,350536,8.843599516169523e-5
25-29,2015,3,2015 Q3,27,353741,7.63270302283309e-5
25-29,2015,4,2015 Q4,32,358493,8.926255184899008e-5
25-29,2016,1,2016 Q1,37,361983,1.0221474489133467e-4
25-29,2016,2,2016 Q2,32,365523,8.754579055216772e-5
25-29,2016,3,2016 Q3,41,368484,1.112667035746464e-4
25-29,2016,4,2016 Q4,33,371949,8.87218408975424e-5
25-29,2017,1,2017 Q1,34,374117,9.08806603281861e-5
25-29,2017,2,2017 Q2,32,377758,8.471031718719392e-5
25-29,2017,3,2017 Q3,26,380096,6.840377167873379e-5
25-29,2017,4,2017 Q4,36,384108,9.372364022618638e-5
25-29,2018,1,2018 Q1,39,386777,1.0083329670585376e-4
25-29,2018,2,2018 Q2,35,389153,8.993891862583612e-5
25-29,2018,3,2018 Q3,27,391149,6.90274038793401e-5
25-29,2018,4,2018 Q4,29,394010,7.360219283774523e-5
25-29,2019,1,2019 Q1,37,394889,9.369721617973658e-5
25-29,2019,2,2019 Q2,41,396552,1.0339123242349049e-4
25-29,2019,3,2019 Q3,25,398407,6.274990148265467e-5
25-29,2019,4,2019 Q4,31,399766,7.754536403796221e-5
25-29,2020,1,2020 Q1,44,400810,1.097777001571817e-4
25-29,2020,2,2020 Q2,34,401383,8.470712511491519e-5
25-29,2020,3,2020 Q3,48,401147,1.1965688388545844e-4
25-29,2020,4,2020 Q4,31,402196,7.707684810390953e-5
25-29,2021,1,2021 Q1,32,402836,7.943679313666107e-5
25-29,2021,2,2021 Q2,26,403026,6.451196696987291e-5
25-29,2021,3,2021 Q3,29,402458,7.205720845404986e-5
25-29,2021,4,2021 Q4,40,404165,9.896948028651665e-5
25-29,2022,1,2022 Q1,29,406075,7.141537893246321e-5
25-29,2022,2,2022 Q2,33,407065,8.106813408178055e-5
25-29,2022,3,2022 Q3,30,408895,7.336846867777791e-5
25-29,2022,4,2022 Q4,30,409807,7.320519171219622e-5
30-34,2008,1,2008 Q1,66,367679,1.7950440465732336e-4
30-34,2008,2,2008 Q2,60,365342,1.6422968068275753e-4
30-34,2008,3,2008 Q3,49,364410,1.3446392799319447e-4
30-34,2008,4,2008 Q4,67,363658,1.8423903777725224e-4
30-34,2009,1,2009 Q1,53,362079,1.4637689564984437e-4
30-34,2009,2,2009 Q2,58,359386,1.6138636452171204e-4
30-34,2009,3,2009 Q3,57,357933,1.5924768043181265e-4
30-34,2009,4,2009 Q4,53,355638,1.4902794414545128e-4
30-34,2010,1,2010 Q1,48,353369,1.358353449227295e-4
30-34,2010,2,2010 Q2,36,350452,1.0272448152671407e-4
30-34,2010,3,2010 Q3,44,347870,1.2648403139103688e-4
30-34,2010,4,2010 Q4,51,345148,1.4776269890018196e-4
30-34,2011,1,2011 Q1,47,342593,1.3718902604548255e-4
30-34,2011,2,2011 Q2,61,339121,1.7987679913659136e-4
30-34,2011,3,2011 Q3,44,336815,1.306355120763624e-4
30-34,2011,4,2011 Q4,39,335356,1.1629432602965207e-4
30-34,2012,1,2012 Q1,34,333621,1.019120499009355e-4
30-34,2012,2,2012 Q2,42,332070,1.2647935676212847e-4
30-34,2012,3,2012 Q3,33,330806,9.975635266591295e-5
30-34,2012,4,2012 Q4,43,329447,1.3052175311962166e-4
30-34,2013,1,2013 Q1,46,328063,1.4021697052090605e-4
30-34,2013,2,2013 Q2,32,326026,9.815168115426377e-5
30-34,2013,3,2013 Q3,41,323784,1.266276282954068e-4
30-34,2013,4,2013 Q4,28,322724,8.676144321463542e-5
30-34,2014,1,2014 Q1,41,321890,1.273727049613222e-4
30-34,2014,2,2014 Q2,41,321112,1.2768130745658836e-4
30-34,2014,3,2014 Q3,47,320114,1.4682269441511461e-4
30-34,2014,4,2014 Q4,44,320147,1.374368649401681e-4
30-34,2015,1,2015 Q1,31,319869,9.691467444485087e-5
30-34,2015,2,2015 Q2,33,319497,1.0328735481084329e-4
30-34,2015,3,2015 Q3,30,320428,9.362477686094848e-5
30-34,2015,4,2015 Q4,39,321867,1.2116806009935781e-4
30-34,2016,1,2016 Q1,38,323168,1.1758589959401921e-4
30-34,2016,2,2016 Q2,35,324852,1.0774137145530888e-4
30-34,2016,3,2016 Q3,31,326838,9.484821226417981e-5
30-34,2016,4,2016 Q4,45,328883,1.3682677426318782e-4
30-34,2017,1,2017 Q1,35,330546,1.0588541383045022e-4
30-34,2017,2,2017 Q2,33,332008,9.939519529649888e-5
30-34,2017,3,2017 Q3,27,334050,8.082622361921868e-5
30-34,2017,4,2017 Q4,45,336475,1.337395051638309e-4
30-34,2018,1,2018 Q1,38,337657,1.1254024053995623e-4
30-34,2018,2,2018 Q2,53,340407,1.5569597569967716e-4
30-34,2018,3,2018 Q3,42,342891,1.2248790431944846e-4
30-34,2018,4,2018 Q4,42,346033,1.2137570694124549e-4
30-34,2019,1,2019 Q1,35,348274,1.0049558680808789e-4
30-34,2019,2,2019 Q2,41,350765,1.168873747380725e-4
30-34,2019,3,2019 Q3,40,353743,1.1307644250204244e-4
30-34,2019,4,2019 Q4,34,356645,9.53328940543117e-5
30-34,2020,1,2020 Q1,32,358346,8.929916895960886e-5
30-34,2020,2,2020 Q2,34,361275,9.411113417756556e-5
30-34,2020,3,2020 Q3,35,363060,9.64027984355203e-5
30-34,2020,4,2020 Q4,43,365867,1.1752904744073666e-4
30-34,2021,1,2021 Q1,39,368467,1.0584394260544363e-4
30-34,2021,2,2021 Q2,34,371003,9.16434637994841e-5
30-34,2021,3,2021 Q3,29,373635,7.761585504569968e-5
30-34,2021,4,2021 Q4,35,376176,9.304155501680065e-5
30-34,2022,1,2022 Q1,40,378954,1.0555370836565915e-4
30-34,2022,2,2022 Q2,48,382957,1.2534044292179016e-4
30-34,2022,3,2022 Q3,40,387986,1.0309650348208441e-4
30-34,2022,4,2022 Q4,51,391957,1.3011631377931763e-4
35-39,2008,1,2008 Q1,101,386883,2.610608375141839e-4
35-39,2008,2,2008 Q2,87,386329,2.2519665880635416e-4
35-39,2008,3,2008 Q3,89,385970,2.305878695235381e-4
35-39,2008,4,2008 Q4,83,386455,2.1477274197513293e-4
35-39,2009,1,2009 Q1,99,386227,2.56325943033501e-4
35-39,2009,2,2009 Q2,86,386521,2.2249761332501986e-4
35-39,2009,3,2009 Q3,73,386503,1.888730488508498e-4
35-39,2009,4,2009 Q4,94,387289,2.4271280619898836e-4
35-39,2010,1,2010 Q1,80,387393,2.065086359330189e-4
35-39,2010,2,2010 Q2,97,388609,2.4960821802891855e-4
