Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
30-39,Female,2016,1,2016 Q1,41,333332,1.23000492001968e-4
30-39,Female,2016,2,2016 Q2,28,332366,8.424447747362847e-5
30-39,Female,2016,3,2016 Q3,28,332264,8.427033924830857e-5
30-39,Female,2016,4,2016 Q4,37,332665,1.112230021192491e-4
30-39,Female,2017,1,2017 Q1,27,332980,8.108595110817467e-5
30-39,Female,2017,2,2017 Q2,35,332700,1.0519987977156598e-4
30-39,Female,2017,3,2017 Q3,25,332867,7.510507199572201e-5
30-39,Female,2017,4,2017 Q4,37,333534,1.1093321820264201e-4
30-39,Female,2018,1,2018 Q1,38,333583,1.1391467790624822e-4
30-39,Female,2018,2,2018 Q2,39,333974,1.1677555737871811e-4
30-39,Female,2018,3,2018 Q3,33,333725,9.888381152146229e-5
30-39,Female,2018,4,2018 Q4,43,334518,1.2854315761782624e-4
30-39,Female,2019,1,2019 Q1,32,335257,9.544916288101368e-5
30-39,Female,2019,2,2019 Q2,35,335716,1.0425478678406748e-4
30-39,Female,2019,3,2019 Q3,38,336414,1.1295606009262397e-4
30-39,Female,2019,4,2019 Q4,23,337729,6.810193972090049e-5
30-39,Female,2020,1,2020 Q1,26,337996,7.69239872661215e-5
30-39,Female,2020,2,2020 Q2,33,338594,9.746185697324819e-5
30-39,Female,2020,3,2020 Q3,34,339385,1.0018121013008825e-4
30-39,Female,2020,4,2020 Q4,36,341194,1.0551182025475243e-4
30-39,Female,2021,1,2021 Q1,40,342505,1.1678661625377731e-4
30-39,Female,2021,2,2021 Q2,27,344237,7.84343344846719e-5
30-39,Female,2021,3,2021 Q3,20,346170,5.777508160730277e-5
30-39,Female,2021,4,2021 Q4,31,348047,8.906843041313385e-5
30-39,Female,2022,1,2022 Q1,32,349991,9.143092250943596e-5
30-39,Female,2022,2,2022 Q2,29,352445,8.228234192569053e-5
30-39,Female,2022,3,2022 Q3,26,358375,7.254970352284618e-5
30-39,Female,2022,4,2022 Q4,40,361623,1.1061243339057526e-4
30-39,Male,2008,1,2008 Q1,93,380315,2.445341361765905e-4
30-39,Male,2008,2,2008 Q2,93,378785,2.4552186596618137e-4
30-39,Male,2008,3,2008 Q3,94,377938,2.4871804370028947e-4
30-39,Male,2008,4,2008 Q4,99,377720,2.6209890924494333e-4
30-39,Male,2009,1,2009 Q1,98,376669,2.6017537944455214e-4
30-39,Male,2009,2,2009 Q2,96,375178,2.558785429849298e-4
30-39,Male,2009,3,2009 Q3,87,374172,2.3251338956415765e-4
30-39,Male,2009,4,2009 Q4,105,373211,2.813421898068385e-4
30-39,Male,2010,1,2010 Q1,84,371857,2.258932869355693e-4
30-39,Male,2010,2,2010 Q2,84,370737,2.265757127019963e-4
30-39,Male,2010,3,2010 Q3,84,369812,2.2714243994245725e-4
30-39,Male,2010,4,2010 Q4,78,368776,2.1151051044536522e-4
30-39,Male,2011,1,2011 Q1,87,367201,2.3692745934787758e-4
30-39,Male,2011,2,2011 Q2,99,365210,2.7107691465184415e-4
30-39,Male,2011,3,2011 Q3,87,362912,2.3972753725421038e-4
30-39,Male,2011,4,2011 Q4,81,361155,2.242804336088383e-4
30-39,Male,2012,1,2012 Q1,57,358426,1.590286418953982e-4
30-39,Male,2012,2,2012 Q2,75,356197,2.1055764085604314e-4
30-39,Male,2012,3,2012 Q3,69,354037,1.948948838680703e-4
30-39,Male,2012,4,2012 Q4,73,352237,2.0724682529092627e-4
30-39,Male,2013,1,2013 Q1,75,350817,2.1378667510411412e-4
30-39,Male,2013,2,2013 Q2,62,348614,1.7784713178472465e-4
30-39,Male,2013,3,2013 Q3,65,347136,1.872464970501475e-4
30-39,Male,2013,4,2013 Q4,69,346225,1.9929236767997688e-4
30-39,Male,2014,1,2014 Q1,68,344963,1.9712258995892312e-4
30-39,Male,2014,2,2014 Q2,67,343801,1.948801777772607e-4
30-39,Male,2014,3,2014 Q3,74,342968,2.1576356977910476e-4
30-39,Male,2014,4,2014 Q4,75,342378,2.1905613094299283e-4
30-39,Male,2015,1,2015 Q1,54,341567,1.5809489792632193e-4
30-39,Male,2015,2,2015 Q2,47,340828,1.3789946835353903e-4
30-39,Male,2015,3,2015 Q3,58,340710,1.7023274925890053e-4
30-39,Male,2015,4,2015 Q4,68,340410,1.997591140095767e-4
30-39,Male,2016,1,2016 Q1,62,340261,1.8221306585238978e-4
30-39,Male,2016,2,2016 Q2,67,339968,1.9707737198795182e-4
30-39,Male,2016,3,2016 Q3,55,340257,1.6164252315161774e-4
30-39,Male,2016,4,2016 Q4,69,340851,2.0243449483792038e-4
30-39,Male,2017,1,2017 Q1,65,340989,1.9062198487341235e-4
30-39,Male,2017,2,2017 Q2,59,341477,1.727788401561452e-4
30-39,Male,2017,3,2017 Q3,49,342277,1.431589034612317e-4
30-39,Male,2017,4,2017 Q4,61,343140,1.777700064113773e-4
30-39,Male,2018,1,2018 Q1,51,343082,1.4865250872969144e-4
30-39,Male,2018,2,2018 Q2,77,343779,2.2398110413957803e-4
30-39,Male,2018,3,2018 Q3,55,344194,1.597936047694033e-4
30-39,Male,2018,4,2018 Q4,67,345466,1.9394093774785363e-4
30-39,Male,2019,1,2019 Q1,55,345904,1.590036541930709e-4
30-39,Male,2019,2,2019 Q2,53,346935,1.5276636833989077e-4
30-39,Male,2019,3,2019 Q3,66,347834,1.8974568328570526e-4
30-39,Male,2019,4,2019 Q4,61,348620,1.7497561815156903e-4
30-39,Male,2020,1,2020 Q1,59,348812,1.6914555691891335e-4
30-39,Male,2020,2,2020 Q2,57,349928,1.6289065179122563e-4
30-39,Male,2020,3,2020 Q3,63,350442,1.7977297241768966e-4
30-39,Male,2020,4,2020 Q4,66,352231,1.873770338215546e-4
30-39,Male,2021,1,2021 Q1,55,354174,1.5529090221190714e-4
30-39,Male,2021,2,2021 Q2,60,356133,1.6847638382289762e-4
30-39,Male,2021,3,2021 Q3,57,358482,1.5900379935394245e-4
30-39,Male,2021,4,2021 Q4,51,360964,1.4128832792189802e-4
30-39,Male,2022,1,2022 Q1,66,363779,1.8142883453965182e-4
30-39,Male,2022,2,2022 Q2,61,366817,1.662954552269933e-4
30-39,Male,2022,3,2022 Q3,64,370575,1.7270458071915268e-4
30-39,Male,2022,4,2022 Q4,67,374124,1.7908500924827063e-4
40-49,Female,2008,1,2008 Q1,154,398306,3.866374094289315e-4
40-49,Female,2008,2,2008 Q2,152,398963,3.8098771063983377e-4
40-49,Female,2008,3,2008 Q3,166,399669,4.1534369690919234e-4
40-49,Female,2008,4,2008 Q4,148,400540,3.695011734158885e-4
40-49,Female,2009,1,2009 Q1,164,400599,4.093869430527785e-4
40-49,Female,2009,2,2009 Q2,142,400634,3.5443821542854577e-4
40-49,Female,2009,3,2009 Q3,145,401142,3.614680088347767e-4
40-49,Female,2009,4,2009 Q4,146,401490,3.636454208074921e-4
40-49,Female,2010,1,2010 Q1,171,401525,4.2587634642923854e-4
40-49,Female,2010,2,2010 Q2,123,401307,3.0649851609864764e-4
40-49,Female,2010,3,2010 Q3,145,401593,3.610620703050103e-4
40-49,Female,2010,4,2010 Q4,156,401718,3.883321135722074e-4
40-49,Female,2011,1,2011 Q1,137,401521,3.4120257720019625e-4
40-49,Female,2011,2,2011 Q2,147,401505,3.6612246422834086e-4
40-49,Female,2011,3,2011 Q3,143,402077,3.5565327039348185e-4
40-49,Female,2011,4,2011 Q4,149,402599,3.700953057508836e-4
40-49,Female,2012,1,2012 Q1,155,402600,3.8499751614505713e-4
40-49,Female,2012,2,2012 Q2,124,402682,3.079352938547042e-4
40-49,Female,2012,3,2012 Q3,124,403398,3.0738873271558115e-4
40-49,Female,2012,4,2012 Q4,126,403688,3.1212223301163274e-4
40-49,Female,2013,1,2013 Q1,121,403858,2.9961025905144876e-4
40-49,Female,2013,2,2013 Q2,114,403416,2.825867095008626e-4
40-49,Female,2013,3,2013 Q3,106,402836,2.631343772651898e-4
40-49,Female,2013,4,2013 Q4,129,402376,3.205956617690916e-4
40-49,Female,2014,1,2014 Q1,113,401389,2.815224134194011e-4
40-49,Female,2014,2,2014 Q2,118,400800,2.944111776447106e-4
40-49,Female,2014,3,2014 Q3,118,400166,2.948776257852991e-4
40-49,Female,2014,4,2014 Q4,126,399720,3.152206544581207e-4
40-49,Female,2015,1,2015 Q1,113,398696,2.834239621164998e-4
40-49,Female,2015,2,2015 Q2,99,398197,2.4862065761419597e-4
40-49,Female,2015,3,2015 Q3,121,397641,3.042945772694466e-4
40-49,Female,2015,4,2015 Q4,125,397012,3.1485194402184317e-4
40-49,Female,2016,1,2016 Q1,109,396065,2.7520735232853193e-4
40-49,Female,2016,2,2016 Q2,96,394706,2.4321900351147437e-4
40-49,Female,2016,3,2016 Q3,107,393043,2.7223484453354975e-4
40-49,Female,2016,4,2016 Q4,114,391268,2.9136039747692117e-4
40-49,Female,2017,1,2017 Q1,103,388574,2.650717752603108e-4
40-49,Female,2017,2,2017 Q2,94,386949,2.4292607036069353e-4
40-49,Female,2017,3,2017 Q3,106,385575,2.74914089347079e-4
40-49,Female,2017,4,2017 Q4,99,384385,2.575542750107314e-4
40-49,Female,2018,1,2018 Q1,98,382899,2.559421675167603e-4
40-49,Female,2018,2,2018 Q2,100,381771,2.6193712985009336e-4
40-49,Female,2018,3,2018 Q3,91,381281,2.3866911805204037e-4
40-49,Female,2018,4,2018 Q4,110,381120,2.8862300587741396e-4
40-49,Female,2019,1,2019 Q1,96,380097,2.525671078698332e-4
40-49,Female,2019,2,2019 Q2,81,379363,2.1351581466827287e-4
40-49,Female,2019,3,2019 Q3,79,378914,2.084905809761582e-4
40-49,Female,2019,4,2019 Q4,86,378389,2.272793342301177e-4
40-49,Female,2020,1,2020 Q1,103,377418,2.729069625720024e-4
40-49,Female,2020,2,2020 Q2,89,376920,2.3612437652552267e-4
40-49,Female,2020,3,2020 Q3,79,375818,2.1020813265995776e-4
40-49,Female,2020,4,2020 Q4,89,375174,2.3722326173988603e-4
40-49,Female,2021,1,2021 Q1,86,374191,2.2982915142266916e-4
40-49,Female,2021,2,2021 Q2,101,372557,2.7109945592218105e-4
40-49,Female,2021,3,2021 Q3,98,371002,2.6414951940959886e-4
40-49,Female,2021,4,2021 Q4,94,369643,2.5429941862824403e-4
40-49,Female,2022,1,2022 Q1,100,367938,2.7178492028548287e-4
40-49,Female,2022,2,2022 Q2,76,366475,2.0738113104577392e-4
40-49,Female,2022,3,2022 Q3,76,366536,2.0734661806752952e-4
40-49,Female,2022,4,2022 Q4,76,365133,2.0814333407278993e-4
40-49,Male,2008,1,2008 Q1,265,409898,6.465023005723375e-4
40-49,Male,2008,2,2008 Q2,275,410587,6.697727887146938e-4
40-49,Male,2008,3,2008 Q3,250,411294,6.078377024707387e-4
40-49,Male,2008,4,2008 Q4,257,412434,6.23130003830916e-4
40-49,Male,2009,1,2009 Q1,256,412528,6.205639374781833e-4
40-49,Male,2009,2,2009 Q2,248,412562,6.011217707883906e-4
40-49,Male,2009,3,2009 Q3,235,412923,5.691133698050242e-4
40-49,Male,2009,4,2009 Q4,234,413115,5.664282342689082e-4
40-49,Male,2010,1,2010 Q1,255,412883,6.17608378160399e-4
40-49,Male,2010,2,2010 Q2,264,412256,6.403787937592176e-4
40-49,Male,2010,3,2010 Q3,229,411998,5.558279409123345e-4
40-49,Male,2010,4,2010 Q4,227,411884,5.511260451971915e-4
40-49,Male,2011,1,2011 Q1,247,411689,5.999674511585201e-4
40-49,Male,2011,2,2011 Q2,237,411490,5.759556732848914e-4
40-49,Male,2011,3,2011 Q3,198,411980,4.806058546531385e-4
40-49,Male,2011,4,2011 Q4,237,412427,5.746471496773975e-4
40-49,Male,2012,1,2012 Q1,213,412175,5.167707891065688e-4
40-49,Male,2012,2,2012 Q2,226,412359,5.480661268457824e-4
40-49,Male,2012,3,2012 Q3,215,412852,5.207677327468439e-4
40-49,Male,2012,4,2012 Q4,222,412753,5.378519356612792e-4
40-49,Male,2013,1,2013 Q1,223,412036,5.412148453047792e-4
40-49,Male,2013,2,2013 Q2,214,411408,5.201648971337456e-4
40-49,Male,2013,3,2013 Q3,195,410499,4.7503160787236995e-4
40-49,Male,2013,4,2013 Q4,215,409621,5.24875433632553e-4
40-49,Male,2014,1,2014 Q1,191,408366,4.6771768462604627e-4
40-49,Male,2014,2,2014 Q2,207,407319,5.082011887488676e-4
40-49,Male,2014,3,2014 Q3,207,406716,5.089546514029445e-4
40-49,Male,2014,4,2014 Q4,193,405839,4.755580414893591e-4
40-49,Male,2015,1,2015 Q1,199,404512,4.919507950320386e-4
40-49,Male,2015,2,2015 Q2,209,403817,5.175611725113108e-4
40-49,Male,2015,3,2015 Q3,184,403373,4.5615348573156857e-4
40-49,Male,2015,4,2015 Q4,176,402652,4.371020136495038e-4
40-49,Male,2016,1,2016 Q1,212,401094,5.285544037058645e-4
40-49,Male,2016,2,2016 Q2,173,399540,4.329979476397858e-4
40-49,Male,2016,3,2016 Q3,185,397990,4.648357998944697e-4
40-49,Male,2016,4,2016 Q4,167,395971,4.2174805730722705e-4
40-49,Male,2017,1,2017 Q1,166,393138,4.222435887652682e-4
40-49,Male,2017,2,2017 Q2,185,391237,4.7285916209356476e-4
40-49,Male,2017,3,2017 Q3,155,389294,3.9815666308753794e-4
40-49,Male,2017,4,2017 Q4,173,387943,4.4594180072845754e-4
40-49,Male,2018,1,2018 Q1,174,386445,4.5025812211310797e-4
40-49,Male,2018,2,2018 Q2,154,385234,3.9975703079167464e-4
40-49,Male,2018,3,2018 Q3,153,384475,3.9794525001625593e-4
40-49,Male,2018,4,2018 Q4,166,383912,4.323907562149659e-4
40-49,Male,2019,1,2019 Q1,169,382551,4.417711625378054e-4
40-49,Male,2019,2,2019 Q2,141,381497,3.695966154386535e-4
40-49,Male,2019,3,2019 Q3,148,380922,3.8853098534608136e-4
40-49,Male,2019,4,2019 Q4,153,380147,4.0247588432895697e-4
40-49,Male,2020,1,2020 Q1,151,378630,3.988062224335103e-4
40-49,Male,2020,2,2020 Q2,156,377801,4.1291579429382133e-4
40-49,Male,2020,3,2020 Q3,125,376745,3.317894066278252e-4
40-49,Male,2020,4,2020 Q4,167,376117,4.4401077324343223e-4
40-49,Male,2021,1,2021 Q1,135,374633,3.603526651416186e-4
40-49,Male,2021,2,2021 Q2,147,373172,3.93920229813598e-4
40-49,Male,2021,3,2021 Q3,154,371457,4.1458365302040343e-4
40-49,Male,2021,4,2021 Q4,153,370173,4.133202583656831e-4
40-49,Male,2022,1,2022 Q1,168,368313,4.5613377752075e-4
40-49,Male,2022,2,2022 Q2,159,366683,4.3361704796786326e-4
40-49,Male,2022,3,2022 Q3,146,365360,3.9960586818480403e-4
40-49,Male,2022,4,2022 Q4,155,364412,4.2534274392720325e-4
50-59,Female,2008,1,2008 Q1,419,358109,0.0011700348218000665
50-59,Female,2008,2,2008 Q2,386,357316,0.001080276282058458
50-59,Female,2008,3,2008 Q3,372,357088,0.0010417600143382024
50-59,Female,2008,4,2008 Q4,418,356517,0.0011724546094576136
50-59,Female,2009,1,2009 Q1,426,356424,0.001195205710053195
50-59,Female,2009,2,2009 Q2,358,356224,0.0010049856270212
50-59,Female,2009,3,2009 Q3,366,355984,0.0010281360960043148
50-59,Female,2009,4,2009 Q4,387,356251,0.0010863127401747644
50-59,Female,2010,1,2010 Q1,347,356335,9.73802741801956e-4
50-59,Female,2010,2,2010 Q2,390,356245,0.0010947522070485199
50-59,Female,2010,3,2010 Q3,390,356451,0.0010941195283503203
50-59,Female,2010,4,2010 Q4,390,356968,0.0010925349050895318
50-59,Female,2011,1,2011 Q1,382,357405,0.0010688154894307577
50-59,Female,2011,2,2011 Q2,350,357582,9.787964718582032e-4
50-59,Female,2011,3,2011 Q3,349,357972,9.749365872191121e-4
50-59,Female,2011,4,2011 Q4,343,359100,9.551656920077973e-4
50-59,Female,2012,1,2012 Q1,381,359943,0.001058500929313808
50-59,Female,2012,2,2012 Q2,375,360621,0.001039872885938423
50-59,Female,2012,3,2012 Q3,338,361657,9.345871917313919e-4
50-59,Female,2012,4,2012 Q4,335,362735,9.23539222848636e-4
50-59,Female,2013,1,2013 Q1,401,362954,0.0011048232007361814
50-59,Female,2013,2,2013 Q2,328,363646,9.019760976334127e-4
50-59,Female,2013,3,2013 Q3,307,364887,8.413563651212567e-4
50-59,Female,2013,4,2013 Q4,330,366276,9.00959931854667e-4
50-59,Female,2014,1,2014 Q1,330,367812,8.971974813219797e-4
50-59,Female,2014,2,2014 Q2,306,369197,8.288258030265685e-4
50-59,Female,2014,3,2014 Q3,289,370631,7.797512890179181e-4
50-59,Female,2014,4,2014 Q4,340,372341,9.131414482960512e-4
50-59,Female,2015,1,2015 Q1,344,373963,9.19877100140923e-4
50-59,Female,2015,2,2015 Q2,311,375440,8.283613893032176e-4
50-59,Female,2015,3,2015 Q3,332,377269,8.800086940617968e-4
50-59,Female,2015,4,2015 Q4,326,379310,8.594553267775698e-4
50-59,Female,2016,1,2016 Q1,348,381015,9.133498681154285e-4
50-59,Female,2016,2,2016 Q2,284,382702,7.420917580780869e-4
50-59,Female,2016,3,2016 Q3,335,384942,8.70260974380556e-4
50-59,Female,2016,4,2016 Q4,345,386954,8.915788439969608e-4
50-59,Female,2017,1,2017 Q1,330,388942,8.484555537843689e-4
50-59,Female,2017,2,2017 Q2,300,390543,7.681612524101059e-4
50-59,Female,2017,3,2017 Q3,315,392041,8.034873903494787e-4
50-59,Female,2017,4,2017 Q4,285,393364,7.245197832033435e-4
50-59,Female,2018,1,2018 Q1,344,394407,8.72195473204076e-4
50-59,Female,2018,2,2018 Q2,288,395069,7.289865820907234e-4
50-59,Female,2018,3,2018 Q3,317,395863,8.007820887529272e-4
50-59,Female,2018,4,2018 Q4,312,396586,7.867146091894319e-4
50-59,Female,2019,1,2019 Q1,323,396811,8.139895315402043e-4
50-59,Female,2019,2,2019 Q2,290,396959,7.305540370668004e-4
50-59,Female,2019,3,2019 Q3,289,397594,7.26872135897423e-4
50-59,Female,2019,4,2019 Q4,258,397882,6.484334551449928e-4
50-59,Female,2020,1,2020 Q1,300,398092,7.535946464636315e-4
50-59,Female,2020,2,2020 Q2,270,398061,6.782880010852608e-4
50-59,Female,2020,3,2020 Q3,283,398513,7.101399452464537e-4
50-59,Female,2020,4,2020 Q4,271,398825,6.7949601955745e-4
50-59,Female,2021,1,2021 Q1,291,398889,7.29526259184886e-4
50-59,Female,2021,2,2021 Q2,272,399154,6.814412482400277e-4
50-59,Female,2021,3,2021 Q3,300,400003,7.499943750421872e-4
50-59,Female,2021,4,2021 Q4,314,400680,7.836677647998403e-4
50-59,Female,2022,1,2022 Q1,307,401028,7.65532581266146e-4
50-59,Female,2022,2,2022 Q2,258,401513,6.425694809383507e-4
50-59,Female,2022,3,2022 Q3,291,403877,7.205163948429844e-4
50-59,Female,2022,4,2022 Q4,275,404551,6.797659627587127e-4
50-59,Male,2008,1,2008 Q1,625,359884,0.001736670705004946
50-59,Male,2008,2,2008 Q2,572,359208,0.0015923921516224583
50-59,Male,2008,3,2008 Q3,607,358861,0.001691462711189012
50-59,Male,2008,4,2008 Q4,624,358102,0.0017425202875158475
50-59,Male,2009,1,2009 Q1,658,358205,0.001836936949512151
50-59,Male,2009,2,2009 Q2,610,358119,0.0017033444190338966
50-59,Male,2009,3,2009 Q3,591,357952,0.0016510593599141784
50-59,Male,2009,4,2009 Q4,642,357958,0.0017935065007626593
50-59,Male,2010,1,2010 Q1,655,357966,0.0018297827167943325
50-59,Male,2010,2,2010 Q2,632,357959,0.001765565330107638
50-59,Male,2010,3,2010 Q3,612,358144,0.0017088098641887062
50-59,Male,2010,4,2010 Q4,614,358852,0.0017110117820159842
50-59,Male,2011,1,2011 Q1,647,359363,0.0018004079440565668
50-59,Male,2011,2,2011 Q2,531,359455,0.0014772363717294238
50-59,Male,2011,3,2011 Q3,543,359999,0.0015083375231597865
50-59,Male,2011,4,2011 Q4,555,360998,0.0015374046393608828
50-59,Male,2012,1,2012 Q1,629,361577,0.0017396017998932455
50-59,Male,2012,2,2012 Q2,539,362464,0.0014870442305994526
50-59,Male,2012,3,2012 Q3,547,363278,0.0015057339007591981
50-59,Male,2012,4,2012 Q4,529,364366,0.0014518368892816563
50-59,Male,2013,1,2013 Q1,610,364797,0.001672162874146443
50-59,Male,2013,2,2013 Q2,566,365489,0.001548610218091379
50-59,Male,2013,3,2013 Q3,535,366759,0.0014587235759722325
50-59,Male,2013,4,2013 Q4,500,368225,0.0013578654355353385
50-59,Male,2014,1,2014 Q1,555,369730,0.0015010953939361155
50-59,Male,2014,2,2014 Q2,533,371558,0.0014345001318771227
50-59,Male,2014,3,2014 Q3,505,373050,0.0013537059375418844
50-59,Male,2014,4,2014 Q4,518,375003,0.0013813222827550712
50-59,Male,2015,1,2015 Q1,557,376915,0.00147778676890015
50-59,Male,2015,2,2015 Q2,480,378454,0.0012683179461704724
50-59,Male,2015,3,2015 Q3,519,380239,0.001364931003921218
50-59,Male,2015,4,2015 Q4,517,382335,0.0013522172963500595
50-59,Male,2016,1,2016 Q1,561,384233,0.0014600515832841011
50-59,Male,2016,2,2016 Q2,493,386109,0.00127684151366583
50-59,Male,2016,3,2016 Q3,484,388484,0.0012458685557191545
50-59,Male,2016,4,2016 Q4,529,390775,0.0013537201714541615
50-59,Male,2017,1,2017 Q1,518,392761,0.0013188682175674265
50-59,Male,2017,2,2017 Q2,501,394538,0.0012698396605650153
50-59,Male,2017,3,2017 Q3,463,396183,0.0011686518603776538
50-59,Male,2017,4,2017 Q4,497,397546,0.001250169791671907
50-59,Male,2018,1,2018 Q1,550,398217,0.0013811565051215795
50-59,Male,2018,2,2018 Q2,503,398892,0.0012609929504728097
50-59,Male,2018,3,2018 Q3,487,399839,0.0012179902410720314
50-59,Male,2018,4,2018 Q4,469,400945,0.0011697364975245981
50-59,Male,2019,1,2019 Q1,501,400964,0.0012494887321555053
50-59,Male,2019,2,2019 Q2,455,401362,0.0011336399559499903
50-59,Male,2019,3,2019 Q3,486,402064,0.0012087627840343825
50-59,Male,2019,4,2019 Q4,454,402463,0.0011280540074491319
50-59,Male,2020,1,2020 Q1,468,402352,0.0011631606155803873
50-59,Male,2020,2,2020 Q2,446,402013,0.0011094168596537924
50-59,Male,2020,3,2020 Q3,454,402058,0.00112919031582508
50-59,Male,2020,4,2020 Q4,454,402188,0.001128825325469681
50-59,Male,2021,1,2021 Q1,451,402277,0.0011211180355824469
50-59,Male,2021,2,2021 Q2,461,402594,0.0011450741938528641
50-59,Male,2021,3,2021 Q3,414,403529,0.0010259485687521839
50-59,Male,2021,4,2021 Q4,465,404407,0.0011498317289265517
50-59,Male,2022,1,2022 Q1,476,404821,0.0011758283290639567
50-59,Male,2022,2,2022 Q2,438,405482,0.0010801959149851288
50-59,Male,2022,3,2022 Q3,439,406592,0.0010797064379033528
50-59,Male,2022,4,2022 Q4,440,407104,0.0010808049048891685
60-69,Female,2008,1,2008 Q1,855,324337,0.002636146970589233
60-69,Female,2008,2,2008 Q2,858,326833,0.002625193906368084
60-69,Female,2008,3,2008 Q3,743,329139,0.002257404926186201
60-69,Female,2008,4,2008 Q4,893,331267,0.0026957107106956022
60-69,Female,2009,1,2009 Q1,912,333003,0.002738714065639048
60-69,Female,2009,2,2009 Q2,821,334998,0.002450760900065075
60-69,Female,2009,3,2009 Q3,795,336966,0.0023592884742080805
60-69,Female,2009,4,2009 Q4,899,338517,0.002655701190782147
60-69,Female,2010,1,2010 Q1,840,340011,0.0024705083070841825
60-69,Female,2010,2,2010 Q2,884,341639,0.0025875265997149038
60-69,Female,2010,3,2010 Q3,826,343367,0.0024055893548302547
60-69,Female,2010,4,2010 Q4,817,344640,0.0023705896007428042
60-69,Female,2011,1,2011 Q1,835,345884,0.0024141041505244534
60-69,Female,2011,2,2011 Q2,754,347451,0.0021700901709881394
60-69,Female,2011,3,2011 Q3,807,348615,0.0023148745751043415
60-69,Female,2011,4,2011 Q4,817,349104,0.0023402768229524727
60-69,Female,2012,1,2012 Q1,858,349883,0.002452248323010835
60-69,Female,2012,2,2012 Q2,809,350783,0.0023062691179447123
60-69,Female,2012,3,2012 Q3,775,351028,0.0022078010870927676
60-69,Female,2012,4,2012 Q4,837,351021,0.0023844727238541284
60-69,Female,2013,1,2013 Q1,862,351538,0.002452081993980736
60-69,Female,2013,2,2013 Q2,784,352122,0.0022265010422524013
60-69,Female,2013,3,2013 Q3,738,352424,0.002094068508387624
60-69,Female,2013,4,2013 Q4,757,352311,0.002148669783231293
60-69,Female,2014,1,2014 Q1,845,351988,0.0024006500221598463
60-69,Female,2014,2,2014 Q2,803,351452,0.0022848070291248876
60-69,Female,2014,3,2014 Q3,777,350963,0.0022139085886546447
60-69,Female,2014,4,2014 Q4,791,350157,0.0022589866831164308
60-69,Female,2015,1,2015 Q1,813,349473,0.0023263599763071827
60-69,Female,2015,2,2015 Q2,794,348449,0.002278669188317372
60-69,Female,2015,3,2015 Q3,725,347654,0.002085406754992032
60-69,Female,2015,4,2015 Q4,770,346580,0.002221709273472214
60-69,Female,2016,1,2016 Q1,793,345868,0.002292782217493379
60-69,Female,2016,2,2016 Q2,746,344599,0.002164835069167351
60-69,Female,2016,3,2016 Q3,729,343267,0.002123711280140532
60-69,Female,2016,4,2016 Q4,802,342374,0.0023424675939177626
60-69,Female,2017,1,2017 Q1,774,341605,0.002265774798378244
60-69,Female,2017,2,2017 Q2,669,340107,0.0019670280235337704
60-69,Female,2017,3,2017 Q3,635,338942,0.0018734768780499318
60-69,Female,2017,4,2017 Q4,695,338245,0.0020547236470605627
60-69,Female,2018,1,2018 Q1,803,338119,0.0023749035103025856
60-69,Female,2018,2,2018 Q2,687,337516,0.0020354590597186505
60-69,Female,2018,3,2018 Q3,720,337384,0.0021340668200033196
60-69,Female,2018,4,2018 Q4,681,336969,0.002020957417447896
60-69,Female,2019,1,2019 Q1,755,336986,0.0022404491581252636
60-69,Female,2019,2,2019 Q2,724,336934,0.002148788783559985
60-69,Female,2019,3,2019 Q3,658,336747,0.001953989196637238
60-69,Female,2019,4,2019 Q4,718,337120,0.0021298054105363074
60-69,Female,2020,1,2020 Q1,741,337251,0.0021971765836127986
60-69,Female,2020,2,2020 Q2,662,337210,0.0019631683520654783
60-69,Female,2020,3,2020 Q3,676,337589,0.002002434913459858
60-69,Female,2020,4,2020 Q4,738,338282,0.002181611791345682
60-69,Female,2021,1,2021 Q1,756,338832,0.0022311942201444965
60-69,Female,2021,2,2021 Q2,636,339229,0.0018748397100483744
60-69,Female,2021,3,2021 Q3,654,339878,0.0019242198671287933
60-69,Female,2021,4,2021 Q4,743,341162,0.0021778509916110236
60-69,Female,2022,1,2022 Q1,757,342161,0.0022124087783236546
60-69,Female,2022,2,2022 Q2,706,343003,0.002058291035355376
60-69,Female,2022,3,2022 Q3,682,345316,0.001975002606308425
60-69,Female,2022,4,2022 Q4,814,346688,0.0023479324349270814
60-69,Male,2008,1,2008 Q1,1341,316432,0.004237877332254639
60-69,Male,2008,2,2008 Q2,1278,318912,0.00400737507525587
60-69,Male,2008,3,2008 Q3,1217,321217,0.003788716039312988
60-69,Male,2008,4,2008 Q4,1297,323478,0.0040095462442577235
60-69,Male,2009,1,2009 Q1,1322,325127,0.00406610339959462
60-69,Male,2009,2,2009 Q2,1260,327070,0.0038523863393157428
60-69,Male,2009,3,2009 Q3,1245,328839,0.0037860472754144125
60-69,Male,2009,4,2009 Q4,1297,330279,0.003926982944722492
60-69,Male,2010,1,2010 Q1,1305,331487,0.003936805968258182
60-69,Male,2010,2,2010 Q2,1232,332888,0.0037009444618009662
60-69,Male,2010,3,2010 Q3,1204,334692,0.0035973372533553236
60-69,Male,2010,4,2010 Q4,1301,335729,0.003875149301966765
60-69,Male,2011,1,2011 Q1,1331,336841,0.003951419215594301
